id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,PROF HOTEL FRONT OFF MGMT EB,BHAKTA,HSS,2011,1,9781259084836,McGraw Hill,7,,7650,,electronic
,SOFT SKILLS & PROF COMMUN EB,FRANCIS,HSS,2011,1,9781259084898,McGraw Hill,7,,8640,,electronic
,INDUSTRIAL SOCIOLOGY EB,SINGH,HSS,2011,1,9781259084904,McGraw Hill,7,,11070,,electronic
,MANAGING SOFT SKILL PER DEV EB,GHOSH,HSS,2011,1,9781259084911,McGraw Hill,7,,10710,,electronic
,ENGLISH LANGUAGE TEACHING EB,ARORA,HSS,2011,1,9781259084928,McGraw Hill,7,,8910,,electronic
,ENG LANG TEACHING IN INDIA EB,DHANAVEL,HSS,2011,1,9781259050527,McGraw Hill,7,,8910,,electronic
,HOTEL HOUSEKEEPING EB,SINGH,HSS,2011,1,9781259050534,McGraw Hill,7,,11250,,electronic
,FINANCIAL ACCNTG FOR HOTELS EB,KUMAR,HSS,2012,1,9781259051128,McGraw Hill,7,,11970,,electronic
,COST AND FIN MGMT 4 HOTELS EB,KUMAR,HSS,2012,1,9781259051135,McGraw Hill,7,,13500,,electronic
,FOOD AND BEV. TRAINING MANUAL EB,ANDREWS,HSS,2019,3,9789387572027,McGraw Hill,7,,10710,,electronic
,Hotel Front Office EB,Andrews,HSS,2013,3,9789339203504,McGraw Hill,7,,10710,,electronic
,HOTEL HOUSEKEEPING: A TRAINING MANUAL EB,ANDREWS,HSS,2013,3,9789387572041,McGraw Hill,7,,10350,,electronic
,STATISTICS FOR PSYCHOLOGY EB,VERMA,HSS,2012,1,9781259051197,McGraw Hill,7,,14310,,electronic
,Counselling and Guidance EB,"Rao, Sahajpal",HSS,2012,3,9781259051210,McGraw Hill,7,,11700,,electronic
,A PRACT COURSE IN ENG PRONU EB,SUZANA,HSS,2012,1,9781259051227,McGraw Hill,7,,10350,,electronic
,Educational Psychology EB,"RAMALINGAM, PANCH",HSS,2013,1,9781259098130,McGraw Hill,7,,13500,,electronic
,MANUFACTURING TECH VOL 2 EB,"RAO, P. N.",HSS,2013,3,9789352601639,McGraw Hill,7,,8460,,electronic
,ENGLISH FOR ACAD & PROF SKILLS EB,MAHANAND,HSS,2012,1,9789353169565,McGraw Hill,7,,8460,,electronic
,CREATIVE GRAMMAR EB,RAMASWAMY,HSS,2012,1,9781259051487,McGraw Hill,7,,7110,,electronic
,A WORKBOOK ON ENG GRAM & COMP EB,SUDHA RANI,HSS,2012,1,9789353169541,McGraw Hill,7,,7830,,electronic
,INTRO TO EDU TECH AND ICT-EB,RAMZAN,HSS,2013,1,9781259098093,McGraw Hill,7,,13500,,electronic
,SOCIAL RESAERCH METHODS EB,"JHA, AVDHESH",HSS,2014,1,9781259098147,McGraw Hill,7,,13050,,electronic
,PLCMNT INTERVW SKLS 4 SUCC EB,ANANDAMURUGAN,HSS,2013,1,9781259083952,McGraw Hill,7,,10350,,electronic
,CAMPUS PLACEMENTS EB,MALHOTRA,HSS,2016,1,9789385965111,McGraw Hill,7,,15300,,electronic
,JOB READINESS FOR IT & ITES EB,ANAND,HSS,2016,1,9789385965586,McGraw Hill,7,,9900,,electronic
,Optics EB,Ghatak,Physics,2020,7,9789390113606,McGraw Hill,7,,15300,,electronic
,FOURIER SERIES AND BOUNDARY VALUE EXP,BROWN,Mathematics,2013,8,9789351347385,McGraw Hill,7,,23976,,electronic
,ELEMENTARY NUMBER THEORY EXP,BURTON,Mathematics,2013,7,9789351347712,McGraw Hill,7,,23976,,electronic
,HISTORY OF MATHEMATICS EXP,BURTON,Mathematics,2013,7,9789351347644,McGraw Hill,7,,23976,,electronic
,TRIGONOMETRY EXP,COBURN,Mathematics,2013,2,9789351349136,McGraw Hill,7,,23976,,electronic
,CALCULUS EXP,SMITH,Mathematics,2013,4,9789351348511,McGraw Hill,7,,23976,,electronic
,CALCULUS EXP,SMITH,Mathematics,2013,4,9789351348504,McGraw Hill,7,,23976,,electronic
,EBOOK ELEMENTARY STATISTICS: A BRIEF VERSION,BLUMAN,Mathematics,2018,2,9781260290295,McGraw Hill,7,,23976,,electronic
,EBOOK BEGINNING INTERMEDIATE ALGEBRA P.O.W.E.R. LEARNING 5E,MESSERSMITH,Mathematics,2020,5,9781260579765,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR ELEMENTARY STATISTICS: A STEP BY STEP APPROACH,BLUMAN,Mathematics,2017,10,9781260547351,McGraw Hill,7,,23976,,electronic
,EBOOK COLLEGE ALGEBRA WITH COREQUISITE SUPPORT 1E,MILLER,Mathematics,2020,1,9781260590630,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR ESSENTIAL STATISTICS,NAVIDI,Mathematics,2017,2,9781260546569,McGraw Hill,7,,23976,,electronic
,EBOOK ELEMENTARY STATISTICS,NAVIDI,Mathematics,2018,3,9781260290301,McGraw Hill,7,,23976,,electronic
,EBOOK MATH IN OUR WORLD,SOBECKI,Mathematics,2018,4,9781260290394,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR PREALGEBRA AND INTRODUCTORY ALGEBRA,MILLER,Mathematics,2019,2,9781260579147,McGraw Hill,7,,23976,,electronic
,STATISTICAL METHODS VOL I EB,DAS,Mathematics,2008,1,9781259082078,McGraw Hill,7,,9900,,electronic
,STATISTICAL METHODS VOL II EB,DAS,Mathematics,2008,1,9781259082085,McGraw Hill,7,,10710,,electronic
,ORD & PART DIFFRE EQUA EB,SUNDARAPANDIAN,Mathematics,2012,1,9781259050961,McGraw Hill,7,,16110,,electronic
,Numerical Methods EB,"Dey, Sukhendu",Mathematics,2013,1,9789339204525,McGraw Hill,7,,12510,,electronic
,Differential Calculus EB,SAXENA,Mathematics,2009,1,9789383286881,McGraw Hill,7,,11250,,electronic
,ORDINARY DIFFERENTIAL EQS EB,DEO,Mathematics,2015,3,9789339219314,McGraw Hill,7,,12510,,electronic
,FUND. OF MATHEMATICAL PHYSICS (CU) EB,NAG,Mathematics,2017,1,9789387432994,McGraw Hill,7,,7110,,electronic
,Complex Variables & Partial Differential Equations GTU EB,SINGH,Mathematics,2020,2,9789390219902,McGraw Hill,7,,7920,,electronic
,Probability and Statistics (GTU-2020) EB,SINGH,Mathematics,2020,2,9789390219926,McGraw Hill,7,,7920,,electronic
,STATISTICAL METHODS - COMB. EB,DAS,Mathematics,2008,1,9781259081071,McGraw Hill,7,,13050,,electronic
,Business Statistics EB,"VOHRA, N. D.",Mathematics,2021,2,9789390727070,McGraw Hill,7,,13050,,electronic
,EBOOK LETS CODE IT ICD-10-CM/PCS,SAFIAN,General Interest Books,2018,13,9781260290516,McGraw Hill,7,,23976,,electronic
,EBOOK LET'S CODE IT! PROCEDURE,SAFIAN,General Interest Books,2018,9,9781260290509,McGraw Hill,7,,23976,,electronic
,EBOOK LETS CODE IT ICD-10-CM/PCS 2019-2020 CODE ED 2E,SAFIAN,General Interest Books,2020,2,9781260589856,McGraw Hill,7,,23976,,electronic
,EBOOK LETS CODE IT PROCD 2019-2020 CODE ED 2E,SAFIAN,General Interest Books,2020,2,9781260589832,McGraw Hill,7,,23976,,electronic
,EBOOK ENGAGING QUESTIONS 3E,CHANNELL,General Interest Books,2020,3,9781260590395,McGraw Hill,7,,23976,,electronic
,EBOOK LETS CODE IT 2019-2020 CODE EDITION 2E,SAFIAN,General Interest Books,2020,2019-2020 code,9781260589719,McGraw Hill,7,,23976,,electronic
,EBOOK LETS CODE IT ICD-10-CM 2019-2020 CODE ED 2E,SAFIAN,General Interest Books,2020,2019-2020 code,9781260589849,McGraw Hill,7,,23976,,electronic
,EBOOK ENGINEERING COMPUTATION:AN INTRO USING MATLAB & EXCEL,MUSTO,General Interest Books,2020,2,9781260579802,McGraw Hill,7,,23976,,electronic
,EBOOK CHOOSING SUCCESS,ATKINSON,General Interest Books,2018,3,9781260289909,McGraw Hill,7,,23976,,electronic
,EBOOK FAST & EASY ECGS: SELF-PACED LEARNING PROGRAM,SHADE,General Interest Books,2018,3,9781260290530,McGraw Hill,7,,23976,,electronic
,EBOOK HOW TO THINK ABOUT WEIRD THINGS,SCHICK,General Interest Books,2019,8,9781260569025,McGraw Hill,7,,23976,,electronic
,EBOOK IMAGES OF THE PAST,PRICE,General Interest Books,2019,8,9781260569179,McGraw Hill,7,,23976,,electronic
,EBOOK LAUNCHING THE IMAGINATION,STEWART,General Interest Books,2018,6,9781260290325,McGraw Hill,7,,23976,,electronic
,EBOOK MAS,PEREZ GIRONES,General Interest Books,2018,3,9781260288766,McGraw Hill,7,,23976,,electronic
,EBOOK OLA FOR THE GOOD EARTH,MCCONNELL,General Interest Books,2017,4,9781260538083,McGraw Hill,7,,23976,,electronic
,EBOOK SCHOOL LEADERSHIP & ADMINISTRATION: IMPORTANT CONCEPTS,GORTON,General Interest Books,2018,10,9781260288889,McGraw Hill,7,,23976,,electronic
,EBOOK SOC 2020,WITT,General Interest Books,2019,6,9781260569339,McGraw Hill,7,,23976,,electronic
,"EBOOK PRIVILEDGE, POWER AND DIFFERENCE",JOHNSON,General Interest Books,2017,3,9781260538250,McGraw Hill,7,,23976,,electronic
,RESIDENTIAL COMM & IND ELE SYS-I  EXP,JOSHI,General Interest Books,2007,1,9780071323048,McGraw Hill,7,,21510,,electronic
,RESIDENTIAL COMM AND IND ELE SYS-II  EXP,JOSHI,General Interest Books,2008,1,9780071323055,McGraw Hill,7,,18000,,electronic
,Emerging Technologies in Engg Conference Proceedi,MAHESH PK,General Interest Books,2016,1,9789352604357,McGraw Hill,7,,20160,,electronic
,VCMT 2016 Conference Proceedings EB,KELKAR,General Interest Books,2016,1,9789352604326,McGraw Hill,7,,13500,,electronic
,iPGDCon 2016 EB,UKE,General Interest Books,2016,1,9789352604333,McGraw Hill,7,,19800,,electronic
,"TIMELESS VENTURES:32CO.,8 PRNP  EXP",FUNBASHI,General Interest Books,2008,1,9780071323345,McGraw Hill,7,,9900,,electronic
,RIDE THE CHANGE  EXP,PARAMESWARAN,General Interest Books,2009,1,9780071323406,McGraw Hill,7,,7830,,electronic
,A NEW BEGINNING  EXP,KUMAR,General Interest Books,2008,1,9780071323482,McGraw Hill,7,,17910,,electronic
,OUTSOURCING LABORATORY  EXP,KUMAR,General Interest Books,2005,1,9780071323666,McGraw Hill,7,,8550,,electronic
,WHEN THE GOING GETS TOUGH  EXP,PATEL,General Interest Books,2006,1,9781259000027,McGraw Hill,7,,6300,,electronic
,UNLEASHING THE KNOWLEDGE FORCE  EXP,NATARAJAN,General Interest Books,2007,1,9781259000034,McGraw Hill,7,,9990,,electronic
,THE MISSIONARY  EXP,PANDIT,General Interest Books,2007,1,9781259000126,McGraw Hill,7,,2700,,electronic
,NATIONAL SECURITY  EXP,PALERI,General Interest Books,2007,1,9781259000133,McGraw Hill,7,,16650,,electronic
,WINNING IN THE GLOBAL ECONOMY  EXP,SEKSARIA & DUBEY,General Interest Books,2010,1,9781259000201,McGraw Hill,7,,14058,,electronic
,e-GOV 2.0 - EXP,BHATTACHARYA JAIJIT,General Interest Books,2011,1,9789351340577,McGraw Hill,7,,13266,,electronic
,ECO-QUIRKS  EXP,SABNAVIS,General Interest Books,2010,1,9781259000355,McGraw Hill,7,,7110,,electronic
,ECO-YATRA EXP,DASGUPTA,General Interest Books,2010,1,9781259000331,McGraw Hill,7,,6210,,electronic
,THE SAAS EDGE   EXP,"PARIKH, SAHIL",General Interest Books,2014,1,9781259000324,McGraw Hill,7,,8550,,electronic
,SECURTISATION  EXP,CHOWDHURY,General Interest Books,2010,1,9789339212339,McGraw Hill,7,,11610,,electronic
,MEMOIRS OF AN INDIAN DIPLOMAT  EXP,DAS,General Interest Books,2010,1,9781259000287,McGraw Hill,7,,10710,,electronic
,AROUND THE WORLD IN 40 YEARS  EXP,"SEHGAL,RAM",General Interest Books,2010,1,9781259000294,McGraw Hill,7,,4050,,electronic
,MEMOIRS OF A PARLIMENTARIAN  EXP,THAKUR,General Interest Books,2011,1,9789339212773,McGraw Hill,7,,10296,,electronic
,MAKING A DIFFERENCE  EXP,NTPC,General Interest Books,2012,1,9789339212582,McGraw Hill,7,,12384,,electronic
,FRESH FINGERPRINTS  EXP, KUMAR,General Interest Books,2012,1,9789339212476,McGraw Hill,7,,27900,,electronic
,SOME METHOD SOME MADNESS  EXP,MITHAL,General Interest Books,2012,1,9789339212520,McGraw Hill,7,,12150,,electronic
,WHY MONK BOUGHT THE FERRARI   EXP,GUPTA,General Interest Books,2012,1,9789339212384,McGraw Hill,7,,5346,,electronic
,GRAB THE WALLET  EXP,SHARMA,General Interest Books,2012,1,9789339212704,McGraw Hill,7,,11484,,electronic
,IF YOU CAN DREAM-EB,KRISHNAMURTHY,General Interest Books,2013,1,9781259058714,McGraw Hill,7,,7722,,electronic
,VALUE MAGICS-EB,VERHULST,General Interest Books,2013,1,9781259058516,McGraw Hill,7,,11520,,electronic
,SMARTPHONE FRONTIERS-EB,JAYACHANDRA,General Interest Books,2014,1,9789351340232,McGraw Hill,7,,11484,,electronic
,WORLD CLASS MAINTENACE MANAGEMENT,SHIVANANDA,General Interest Books,2015,1,9781259058776,McGraw Hill,7,,27180,,electronic
,Multiresolution & Multirate SP EB,"GARDE, VIKRAM",General Interest Books,2016,1,9789352601455,McGraw Hill,7,,17982,,electronic
,QUICK TEST PROFESSIONAL-EB,SANKAR,General Interest Books,2013,2,9781259058677,McGraw Hill,7,,11340,,electronic
,A PRACTICAL GUIDE TO TEST AUTOMATION USI,GARG,General Interest Books,2012,1,9789339212841,McGraw Hill,7,,9360,,electronic
,SPRING AND HIBERNATE-EB,SANTOSH KUMAR,General Interest Books,2013,2,9781259058806,McGraw Hill,7,,14220,,electronic
,SAP PLANT MAINTENANCE-EB,FEROZ KHAN,General Interest Books,2013,1,9789383286683,McGraw Hill,7,,11682,,electronic
,X FACTOR AT WORKPLACE  EXP,SINHA,General Interest Books,2012,1,9789339212728,McGraw Hill,7,,6750,,electronic
,RTI ACT IN INDIA EXP,SHREYASKAR,General Interest Books,2013,1,9789339203832,McGraw Hill,7,,10350,,electronic
,TRUCKING BUSINESS MANAGEMENT EB,ROY,General Interest Books,2016,1,9789385965128,McGraw Hill,7,,17010,,electronic
,THE EQUATION OF SUCCESS EB,SHARMA,General Interest Books,2016,1,9789385965708,McGraw Hill,7,,5850,,electronic
