id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,STATISTICAL ANALYSIS OF CATEGORICAL DATA, Erling B. Andersen ,CSE,2020,3RD,9783662609217,SPRINGER,1,,Rs. 2995,https://www.springer.com/in/book/9783642788192,
,STATISTICAL DATA CLEANING WITH APPLICATIONS IN R,"Mark van der Loo, Edwin de Jonge	",CSE,2018,,9781118897157,JOHN WILEY,1,US$ 88.5,,https://www.wiley.com/en-in/Statistical+Data+Cleaning+with+Applications+in+R-p-9781118897157,
,System Reliability Management,"Anand, Adarsh Et.Al.",CSE,2019,,9780815360728,Crc Press,1,BP 155,,https://www.routledge.com/System-Reliability-Management-Solutions-and-Technologies/Anand-Ram/p/book/9780815360728,
,SYSTEMS ENGINEERING FOR ETHICAL AUTONOMOUS SYSTEMS,Tony Gillespie,CSE,2019,,9781785613722,IET PUBLISHING,1,BP 130,,https://shop.theiet.org/systems-engineering-for-ethical-autonomous-systems,
,Teaching Computing,"Walker, Henry M.",CSE,2018,,9781138034433,Crc Press,1,BP 64.99,,https://www.routledge.com/Teaching-Computing-A-Practitioners-Perspective/Walker/p/book/9781138034433,
,Text Mining,Chris Biemann,CSE,2020,,9783030301293,Springer Nature (Sie),1,,Rs. 3295,https://www.springer.com/in/book/9783319126548,
,"Text Mining: Classification, Clustering, And Applications",Srivastava Ashok N. Et.Al,CSE,2020,,9780367412388,Chapman And Hall/Crc,1,,Rs. 3795,https://www.routledge.com/Text-Mining-Classification-Clustering-and-Applications/Srivastava-Sahami/p/book/9781420059403,
,The Nano Age Of Digital Immunity Infrastructure Fundamentals And Applications,"Termanini, Rocky",CSE,2018,,9781138052956,Crc Press,1,BP 100,,https://www.routledge.com/The-Nano-Age-of-Digital-Immunity-Infrastructure-Fundamentals-and-Applications/Termanini/p/book/9781138052956,
,The Video Games Textbook,Wardyga,CSE,2018,,9780815390893,Ak Peters,1,BP 56.99,,https://www.routledge.com/The-Video-Games-Textbook-History-Business-Technology/Wardyga/p/book/9780815390893,
,TOOLS FOR DESIGN USING AUTOCAD 2019 AND AUTODESK INVENTOR 2019,Randy H. Shih,CSE,2018,,9781630571986,T&F/SDC,1,BP 57,,https://www.routledge.com/Tools-for-Design-Using-AutoCAD-2019-and-Autodesk-Inventor-2019/Shih/p/book/9781630571986,
,TRANSMISSION GRID SECURITY: A PSA APPROACH," Pierre-Etienne Labeau Liisa Haarla, Mikko Koskinen, Ritva Hirvonen",CSE,2020,,9781447174820,SPRINGER,1,,Rs. 1495,https://www.springer.com/in/book/9780857291448,
,ULTRASCALE COMPUTING SYSTEMS,"Jesus Carretero, Emmanuel Jeannot, et al",CSE,2019,,9781785618338,IET PUBLISHING,1,BP 115,,https://shop.theiet.org/ultrascale-computing-systems,
,UNDERSTANDING DATA COMMUNICATIONS AND NETWORKS,SHAY WILLIAM A.,CSE,2019,3RD,9788178001791,BS PUBLICATIONS,1,,Rs. 695,http://www.bspublications.net/book_detail.php?bid=378,
,UNDERSTANDING DIGITAL SIGNAL PROCESSING WITH MATLAB® AND SOLUTIONS,Alexander D. Poularikas,CSE,2018,,9781138081437,T&F/ROUTLEDGE,1,BP 120,,https://www.routledge.com/Understanding-Digital-Signal-Processing-with-MATLAB-and-Solutions/Poularikas/p/book/9781138081437,
,UNDERSTANDING E-GOVERNMENT: INFORMATION SYSTEMS IN PUBLIC ADMINISTRATION,VINCENT HOMBURG,CSE,2019,,9780367242510,T&F INDIA,1,,Rs. 895,https://www.routledge.com/Understanding-E-Government-Information-Systems-in-Public-Administration/Homburg/p/book/9780415430944,
,Using Mvvm With Your Xamarin Apps,"Johnson, Paul",CSE,2018,,9781484224748,Springer Nature,1,EUR 39.99,,https://www.springer.com/in/book/9781484224748,
,VALIDATING CORPORATE COMPUTER SYSTEMS: GOOD IT PRACTICE FOR PHARMACEUTICAL MANUFACTURERS,"GUY, etall",CSE,2019,,9780367022808,T&F INDIA,1,,Rs. 3995,https://www.routledge.com/Validating-Corporate-Computer-Systems-Good-IT-Practice-for-Pharmaceutical/Wingate/p/book/9780367398569,
,VARIATIONAL METHODS IN IMAGE PROCESSING,"LUMINITA A. VESE, CAROLE LE GUYADER",CSE,2019,,9780367241766,T&F INDIA,1,,Rs. 3695,https://www.routledge.com/Variational-Methods-in-Image-Processing/Vese-Guyader/p/book/9781439849736,
,VIDEO CODING FOR WIRELESS COMMUNICATION SYSTEMS,N. Ngan; Chi W. Yap; Keng T. Tan,CSE,2018,,9781138582453,T&F INDIA,1,,Rs. 3495,https://www.routledge.com/Video-Coding-for-Wireless-Communication-Systems/Ngan-Yap-Tan/p/book/9780824704896,
,VLSI ARCHITECTURES FOR FUTURE VIDEO CODING,Maurizio Martina,CSE,2019,,9781785617102,IET PUBLISHING,1,BP 120,,https://shop.theiet.org/vlsi-architectures-for-future-video-coding,
,WIRELESS NETWORK SECURITY,Wolfgang Osterhage,CSE,2018,2ND,9781138093799,T&F/CRC PRESS,1,BP 160,,https://www.routledge.com/Wireless-Network-Security-Second-Edition/Osterhage/p/book/9781138093799,
,"WIRELESS POWER TRANSFER: THEORY, TECHNOLOGY, AND APPLICATIONS",Naoki Shinohara,CSE,2018,,9781785613463,IET PUBLISHING,1,BP 115,,https://shop.theiet.org/wireless-power-transfer,
,"WIRELESS SENSOR MULTIMEDIA NETWORKS: ARCHITECTURES, PROTOCOLS, AND APPLICATIONS ", Mostafa A. Azim,CSE,2019,,9780367267681,T&F/INDIA,1,,Rs. 1995,https://www.routledge.com/Wireless-Sensor-Multimedia-Networks-Architectures-Protocols-and-Applications/Azim-Jiang/p/book/9780367575366,
,Wireless Sensor Networks,"Al-Turjman, Fadi",CSE,2018,,9780815375814,Crc Press,1,BP 100,,https://www.routledge.com/Wireless-Sensor-Networks-Deployment-Strategies-for-Outdoor-Monitoring/Al-Turjman/p/book/9780815375814,
,Wireless Sensor Networks: From Theory To Applications,Ibrahiem M. M. El Emary,CSE,2020,,9780367373054,Crc Press,1,,Rs. 5995,https://www.routledge.com/Wireless-Sensor-Networks-From-Theory-to-Applications/Emary-Ramakrishnan/p/book/9781138198821,
,WIRELESS TRANSCEIVER CIRCUITS: SYSTEM PERSPECTIVES AND DESIGN ASPECTS , Rhee,CSE,2019,,9780367268336,T&F/INDIA,1,,Rs. 3495,https://www.routledge.com/Wireless-Transceiver-Circuits-System-Perspectives-and-Design-Aspects/Rhee/p/book/9781138894006,
,ZEN OF CLOUD: LEARNING CLOUD COMPUTING BY EXAMPLES ON MICROSOFT AZURE,Haishi Bai,CSE,2018,,9781138329089,T&F INDIA,1,,Rs. 3495,https://www.routledge.com/Zen-of-Cloud-Learning-Cloud-Computing-by-Examples-Second-Edition/Bai/p/book/9781138332607,
,3d Integration In Vlsi Circuits,"Sakuma, Katsuyuki",ECE,2018,,9781138710399,Crc Press,1,BP 115,,https://www.routledge.com/3D-Integration-in-VLSI-Circuits-Implementation-Technologies-and-Applications/Sakuma/p/book/9781138710399,
,5G EXPLAINED: SECURITY AND DEPLOYMENT OF ADVANCED MOBILE COMMUNICATIONS,Jyrki T. J. Penttinen,ECE,2019,,9781119275688,JOHN WILEY,1,US$ 130,,https://www.wiley.com/en-gb/5G+Explained%3A+Security+and+Deployment+of+Advanced+Mobile+Communications-p-9781119275688,
,"5G RADIO ACCESS NETWORKS: CENTRALIZED RAN, CLOUD-RAN AND VIRTUALIZATION OF SMALL CELLS",VENKATARAMAN HRISHIKESH,ECE,2019,,9780367239992,CRC PRESS,1,,Rs. 3995,https://www.routledge.com/5G-Radio-Access-Networks-Centralized-RAN-Cloud-RAN-and-Virtualization/Venkataraman-Trestian/p/book/9780367573867,
,A First Course In Predictive Control,"Rossiter, J.A.",ECE,2018,2nd,9781138099340,Crc Press,1,BP 85,,https://www.routledge.com/A-First-Course-in-Predictive-Control/Rossiter/p/book/9781138099340,
,"AC TO AC CONVERTERS : MODELING, SIMULATION, AND REAL TIME IMPLEMENTATION USING SIMULINK",Narayanaswamy P R Iyer,ECE,2019,1st,9780367197506,T&F/CRC PRESS,1,BP 115,,https://www.routledge.com/AC-to-AC-Converters-Modeling-Simulation-and-Real-Time-Implementation/Iyer/p/book/9780367197506,
,Advanced Linear Algebra,Nicholas Loehr,ECE,2020,,9780367372880,Chapman And Hall/Crc,1,,Rs. 4995,https://www.routledge.com/Advanced-Linear-Algebra/Loehr/p/book/9781466559011,
,Advanced Logic Synthesis,Reis,ECE,2018,,9783319672946,Springer Nature,1,EUR 139.99,,https://www.springer.com/in/book/9783319672946,
,Advanced Nanodielectrics,"Tanaka, Toshikatsu  Et.Al.",ECE,2018,,9789814745024,Routledge,1,BP 114,,https://www.routledge.com/Advanced-Nanodielectrics-Fundamentals-and-Applications/Tanaka-Imai/p/book/9789814745024,
,Advanced Nanoelectronics,Ismail Razali Et.Al,ECE,2018,,9781138582583,Crc Press,1,,Rs. 3195,https://www.routledge.com/Advanced-Nanoelectronics/Ismail-Ahmadi-Anwar/p/book/9781138072879,
,Advanced Technologies For Sensor Systems,Bob Tucker,ECE,2018,,9781632385673,Ny Research Press,1,US$ 144,,https://www.nyresearchpress.com/book/149,
,Advances In Discrete-Time Sliding Mode Control,"Argha, Ahmadreza  Et.Al.",ECE,2018,,9781138300279,Crc Press,1,BP 130,,https://www.routledge.com/Advances-in-Discrete-Time-Sliding-Mode-Control-Theory-and-Applications/Argha-Su-Li-Nguyen-Celler/p/book/9781138300279,
,AERODYNAMICS OF WIND TURBINES,"MARTIN O.L. HANSEN,",ECE,2021,3rd,9780367240059,T&F INDIA,1,,Rs. 1495,https://www.routledge.com/Aerodynamics-of-Wind-Turbines/Hansen/p/book/9781138775077,
,ANALOG AND DIGITAL ELECTRONICS,"Charles H. Roth, Jr. | Larry L. Kinney | Raghunandan G. H.",ECE,2019,1st,9789353502355,CENGAGE INDIA,1,,Rs. 499,https://www.cengage.co.in/category/higher-education/engineering-computer-science/electrical-electronics-communication-instrumentation-engineering/instrumentation/analog-and-digital-electronics-ag,
,Analysis And Control Of Finite-Value Systems,"Li, Haitao  Et.Al.",ECE,2018,,9781138556508,Crc Press,1,BP 150,,https://www.routledge.com/Analysis-and-Control-of-Finite-Value-Systems/Li-Zhao-Guo-Liu/p/book/9781138556508,
,ANALYSIS AND PROBABLITY WAVELETS SIGNALS FRACTALS,JORGENSEN,ECE,2019,,9781493991051,SPRINGER INDIA,1,,Rs. 695,https://www.springer.com/gp/book/9780387295190,
,Analysis And Simulation Of Electrical And Computer Systems,"Mazur, Damian Et.Al",ECE,2018,,9783319639482,Springer Nature,1,EUR 149.99,,https://www.springer.com/in/book/9783319639482,
,ANALYTICAL DYNAMICS : THEORY AND APPLICATIONS,Mark D. Ardema,ECE,2019,,9781493991068,SPRINGER,1,,Rs. 995,https://www.springer.com/in/book/9780306486814,
,Applications And Theoretical Studies Of  Semiconductor Processing,Paul K. Sung,ECE,2018,,9781682513286,Intelliz Press,1,US$ 150,,http://intellizpress.com/index.php?route=product/product&product_id=348&search=9781682513286,
,"Applied Optimal Control: Optimization, Estimation And Control",Bryson A. E.,ECE,2018,,9780815351306,Crc Press,1,,Rs. 3595,https://www.routledge.com/Applied-Optimal-Control-Optimization-Estimation-and-Control/Bryson/p/book/9780891162285,
,ARM MICROPROCESSOR SYSTEMS,TAHIR MUHAMMAD & JAVED KASHIF,ECE,2018,,9781138387539,CRC PRESS,1,,Rs. 995,https://www.routledge.com/ARM-Microprocessor-Systems-Cortex-M-Architecture-Programming-and-Interfacing/Tahir-Javed/p/book/9780367573911,
,ASYNCHRONOUS CIRCUIT APPLICATIONS,Jia Di and Scott C. Smith ,ECE,2019,,9781785618178,IET PUBLISHING,1,BP 120,,https://shop.theiet.org/asynchronous-circuit-applications,
,Audio Engineering,John Mcgee,ECE,2018,,9781632385901,Ny Research Press,1,US$ 150,,https://www.nyresearchpress.com/book/153,
,Automotive Power Transmission Systems,Yi Zhang Et.Al,ECE,2018,,9781118964811,Wiley,1,US$ 130,,https://www.wiley.com/en-mn/Automotive+Power+Transmission+Systems-p-9781118964903,
,Balanced Microwave Filters,Martã­N,ECE,2018,,9781119237617,Wiley,1,US$ 144.95,,https://www.wiley.com/en-mn/Balanced+Microwave+Filters-p-9781119238232,
,BASIC DIGITAL ELECTRONICS, Strong,ECE,2020,,9789402419948,SPRINGER,1,,Rs. 995,https://www.springer.com/gp/book/9780412399909,
,BASIC ELECTRICAL ENGINEERING,"P.V. Prasad | S. Sivanagaraju | K. R. Varmah | Chikku Abraham	",ECE,2019,1st,9789387994621,CENGAGE INDIA,1,,Rs. 450,https://www.cengage.co.in/category/higher-education/engineering-computer-science/core-engineering/electrical-engineering/basic-electrical-engineering-s4,
,Basic Electronics,Christopher Gunn,ECE,2018,,9781635496864,Larsen And Keller Education,1,US$ 150,,https://larsen-keller.com/book/241,
,BASIC ELECTRONICS : A SIMPLIFIED APPROACH,Raghunandan G. H. | Chaithanya G. H.,ECE,2019,,9789386668462,CENGAGE INDIA,1,,Rs. 325,https://www.cengage.co.in/category/higher-education/engineering-computer-science/electrical-electronics-communication-instrumentation-engineering/introductory/basic-electronics-a-simplified-approach-2g,
,BASIC ELECTRONICS: PRINCIPLES AND APPLICATION,"Chinmoy Saha, Arindam Halder",ECE,2018,,9781316632932,CAMBRIDGE UNIVERSITY PRESS,1,,Rs. 750,https://www.cambridge.org/in/academic/subjects/engineering/circuits-and-systems/basic-electronics-principles-and-applications?format=PB&isbn=9781316632932,
,BIG DATA ANALYTICS FOR LARGE-SCALE MULTIMEDIA SEARCH,VROCHIDIS,ECE,2019,,9781119376972,JOHN WILEY,1,US$ 130,,https://www.wiley.com/en-in/Big+Data+Analytics+for+Large+Scale+Multimedia+Search-p-9781119377009,
,"CARBON DIOXIDE SENSING: FUNDAMENTALS, PRINCIPLES, AND APPLICATIONS","Gerald Gerlach, Ulrich Guth, et al",ECE,2019,,9783527411825,JOHN WILEY,1,US$ 190,,https://www.wiley.com/en-in/Carbon+Dioxide+Sensing%3A+Fundamentals%2C+Principles%2C+and+Applications-p-9783527688272,
,Characterstics And Materials Of Semiconductors,Iztok Marnik,ECE,2018,,9781682513279,Intelliz Press,1,US$ 150,,http://intellizpress.com/index.php?route=product/product&product_id=347&search=9781682513279,
,Cmos Analog Integrated Circuits,Ndjountche,ECE,2020,,9780367413903,Crc Press,1,,Rs. 5495,https://www.routledge.com/CMOS-Analog-Integrated-Circuits-High-Speed-and-Power-Efficient-Design/Ndjountche/p/book/9781138076853,
,COMMUNICATION NETWORKS IN AUTOMATION : BUS SYSTEMS. COMPONENTS. CONFIGURATION AND MANAGEMENT. PROTOCOLS. SECURITY,"Ricarda Koch (author), Ralph Lüftner (author)",ECE,2019,,9783895784521,JOHN WILEY,1,US$ 55,,https://www.wiley.com/en-in/Communication+Networks+in+Automation%3A+Bus+Systems+Components+Configuration+and+Management+Protocols+Security-p-9783895784521,
,Computational Techniques Of Rotor Dynamics Finite Element Methods,Arne Vollan,ECE,2020,,9780367413842,Crc Press,1,,Rs. 3395,https://www.routledge.com/Computational-Techniques-of-Rotor-Dynamics-with-the-Finite-Element-Method/Vollan-Komzsik/p/book/9781138073470,
,COMPUTER AIDED POWER SYSTEMS ANALYSIS (WITH CD),KUSIC GEORGE,ECE,2018,2nd,9781138571037,CRC PRESS,1,,Rs. 795,https://www.routledge.com/Computer-Aided-Power-Systems-Analysis/Kusic/p/book/9781420061062,
,Conducting Polymers Application,Bin Shang,ECE,2018,,9781682513262,Intelliz Press,1,US$ 150,,http://intellizpress.com/index.php?route=product/product&product_id=346&search=9781682513262,
,Control And Mechatronics,"Wilamowski, Bodgan Et.Al.",ECE,2020,,9780367413859,Crc Press,1,,Rs. 4795,https://www.routledge.com/Control-and-Mechatronics/Wilamowski-Irwin/p/book/9781138073593,
,"Control Of Nonlinear Systems Via Pi, Pd And Pid: Stability And Performance",Song Yong-Duan,ECE,2018,,9781138317642,Crc Press,1,BP 140,,https://www.routledge.com/Control-of-Nonlinear-Systems-via-PI-PD-and-PID-Stability-and-Performance/Song/p/book/9781138317642,
,Control Systems,Jairath,ECE,2020,,9780367412487,Crc Press,1,,Rs. 5495,https://www.routledge.com/Control-Systems-A-State-Variable-Approach/Jairath/p/book/9781420077575,
,DESIGN FOR SAFETY,"Louis J. Gullo, Jack Dixon",ECE,2018,,9781118974292,JOHN WILEY,1,US$ 130,,https://www.wiley.com/en-in/Design+for+Safety-p-9781118974315,
,Developments In Digital Signal Processing And Noise Reduction Techniques,Jheng Duan,ECE,2018,,9781682513293,Intelliz Press,1,US$ 150,,http://intellizpress.com/index.php?route=product/product&product_id=349&search=9781682513293,
,Developments In Wireless Power Transfer,Albert Paul,ECE,2018,,9781682513033,Intelliz Press,1,US$ 160,,http://intellizpress.com/index.php?route=product/product&product_id=323&search=9781682513033,
,"DIAGNOSIS AND FAULT TOLERANCE OF ELECTRICAL MACHINES, POWER ELECTRONICS AND DRIVES",Antonio J. Marques Cardoso,ECE,2018,,9781785615313,IET PUBLISHING,1,BP 120,,https://shop.theiet.org/diagnosis-and-fault-1e,
,Digital Control Systems,Veloni,ECE,2018,,9781138039209,Crc Press,1,BP 140,,https://www.routledge.com/Digital-Control-Systems-Theoretical-Problems-and-Simulation-Tools/Veloni-Miridakis/p/book/9781138039209,
,"DIGITAL ELECTRONICS LOGICS AND DESIGN, ",CHERRY,ECE,2019,,9789388305464,BSP,1,,Rs. 495,https://www.bspublications.net/book_detail.php?bid=1456,
,DIGITAL ELECTRONICS:A COMPREHENSIVE LAB MANUAL,CHERRY BHARGAVA,ECE,2019,,9789388305884,BSP,1,,Rs. 175,https://www.bspublications.net/book_detail.php?bid=1489,
,Digital Protective Relays: Problems And Solutions,Gurevich Vladimir,ECE,2018,,9781138583375,Crc Press,1,,Rs. 2895,https://www.routledge.com/Digital-Protective-Relays-Problems-and-Solutions/Gurevich/p/book/9780367383381,
,DISCRETE SYSTEMS AND DIGITAL SIGNAL PROCESSING WITH MATLAB,ELALI TAAN S,ECE,2018,2nd,9781138582750,CRC PRESS,1,,Rs. 3595,https://www.routledge.com/Discrete-Signals-and-Systems-with-MATLAB/ElAli/p/book/9780367539931,
,Discrete-Time Recurrent Neural Control,Sanchez,ECE,2018,,9781138550209,Crc Press,1,BP 130,,https://www.routledge.com/Discrete-Time-Recurrent-Neural-Control-Analysis-and-Applications/Sanchez/p/book/9781138550209,
,Distributed Sensor Arrays,Naidu,ECE,2018,,9781138632134,Crc Press,1,BP 130,,https://www.routledge.com/Distributed-Sensor-Arrays-Localization/Naidu/p/book/9781138632134,
,ELECTRIC CIRCUITS,Dr. James S. Kang,ECE,2018,1st,9781305635210,CENGAGE,1,US$ 196.95,,https://www.cengage.co.uk/books/9781305635210/,
,"ELECTRIC CIRCUITS, GLOBAL EDITION",James W. Nilsson / James W. Nilsson / Susan Riedel,ECE,2019,11th,9781292261041,PEARSON,1,BP 68.99,,https://www.pearson.com/store/p/electric-circuits-global-edition/P100002346276/9781292261041,
,ELECTRIC FIELD ANALYSIS,Chakravorti,ECE,2019,,9780367458034,T&F INDIA,1,,Rs. 3495,https://www.routledge.com/Electric-Field-Analysis/Chakravorti/p/book/9780367575854,
,"Electric Machines: Modeling, Condition Monitoring, And Fault Diagnosis",Toliyat Hamid A. Et.Al,ECE,2018,,9781138582484,Crc Press,1,,Rs. 1995,https://www.routledge.com/Electric-Machines-Modeling-Condition-Monitoring-and-Fault-Diagnosis/Toliyat-Nandi-Choi-Meshgin-Kelk/p/book/9781138073975,
,Electric Power,"Ten, Chee-Wooi  Et.Al.",ECE,2019,,9781498798945,Crc Press,1,BP 105,,https://www.routledge.com/Electric-Power-Distribution-Emergency-Operation/Ten-Tang/p/book/9781498798945,
,ELECTRIC POWER DISTRIBUTION ENGINEERING,GONEN TURAN,ECE,2018,3rd,9781138198029,CRC PRESS,1,,Rs. 1895,https://www.routledge.com/Electric-Power-Distribution-Engineering/Gonen/p/book/9781482207002,
,Electric Power Distribution Equipment And Systems,Short,ECE,2020,,9780367411411,Crc Press,1,,Rs. 5495,https://www.routledge.com/Electric-Power-Distribution-Equipment-and-Systems/Short/p/book/9780367391676,
,ELECTRIC POWER SUBSTATIONS ENGINEERING,Mcdonald J.D.,ECE,2018,3rd,9781138569430,T&F INDIA,1,,Rs. 2995,https://www.routledge.com/Electric-Power-Substations-Engineering/McDonald/p/book/9781439856383,
,"ELECTRIC POWER SYSTEM PLANNING: ISSUES, ALGORITHMS AND SOLUTIONS",Mohammad Sadegh Sepasian Hossein Seifi,ECE,2020,,9783662608869,SPRINGER,1,,Rs. 2495,https://www.springer.com/gp/book/9783642179884,
,Electric Power Systems Advanced Forecasting Techniques And Optimal Generation Scheduling,Joao P.S Catalao,ECE,2020,,9780367413866,Crc Press,1,,Rs. 3895,https://www.routledge.com/Electric-Power-Systems-Advanced-Forecasting-Techniques-and-Optimal-Generation/Catalao/p/book/9781138073982,
,ELECTRIC SAFETY:PRACTICE AND STANDARDS,A. El-Sharkawi,ECE,2018,,9781138581883,T&F INDIA,1,,Rs. 2495,https://www.routledge.com/Electric-Safety-Practice-and-Standards/El-Sharkawi/p/book/9781138073999,
,"Electrical And Electronic Engineering: Theory, Design And Applications",John Fenmore,ECE,2018,,9781682854181,Willford Press,1,US$ 157,,https://willfordpress.com/book/337,
,"Electrical And Electronics Engineering: Principles, Technologies And Applications",John Fenmore,ECE,2018,,9781632406668,Clanrye International,1,US$ 144.95,,https://www.clanryeinternational.com/book/265,
,"ELECTRICAL ENGINEERING: PRINCIPLES & APPLICATIONS, GLOBAL EDITION","Allan Hambley	",ECE,2018,7th,9781292223124,PEARSON,1,BP 62.99,,https://www.pearson.ch/HigherEducation/Pearson/EAN/9781292223124/Electrical-Engineering-Principles-Applications-Global-Edition,
,"Electrical Engineering: Systems, Devices And Applications",Max Kirby,ECE,2018,,9781632407146,Clanrye International,1,US$ 152.95,,https://www.clanryeinternational.com/book/266,
,"ELECTRICAL INSPECTION, TESTING AND CERTIFICATION : A GUIDE TO PASSING THE CITY AND GUILDS 2391 EXAMS",Michael Drury,ECE,2020,3rd,9780367430269,T&F/ROUTLEDGE,1,BP 16.99,,https://www.routledge.com/Electrical-Inspection-Testing-and-Certification-A-Guide-to-Passing-the/Drury/p/book/9780367430269,
,ELECTRICAL INSULATION IN POWER SYSTEMS,H. Malik; A. A. Al-Arainy; M. I. Qureshi,ECE,2018,,9781138581890,T&F INDIA,1,,Rs. 2995,https://www.routledge.com/Electrical-Insulation-in-Power-Systems/Malik/p/book/9780824701062,
,Electrical Machines: Fundamentals Of Electromechanical Energy Conversion,Gieras Jacek F.,ECE,2019,,9781138582613,Crc Press,1,,Rs. 3495,https://www.routledge.com/Electrical-Machines-Fundamentals-of-Electromechanical-Energy-Conversion/Gieras/p/book/9780367736941,
,Electrical Measurements And Measuring Instruments,Arthur Harris,ECE,2018,,9781682513828,Intelliz Press,1,US$ 155,,http://intellizpress.com/index.php?route=product/product&product_id=403&search=9781682513828,
,Electrical Power Cable Enineering,Willial Thue,ECE,2020,3rd,9780367413873,Crc Press,1,,Rs. 3895,https://www.routledge.com/Electrical-Power-Cable-Engineering/Thue/p/book/9781138074002,
,ELECTRICAL POWER TRANSMISSION SYSTEM ENGINEERING,GONEN TURAN,ECE,2018,3rd,9781138570993,CRC PRESS,1,,Rs. 2295,https://www.routledge.com/Electrical-Power-Transmission-System-Engineering-Analysis-and-Design-Third/Gonen/p/book/9781482232226,
,"ELECTRICAL SAFETY: SYSTEMS, SUSTAINABILITY, AND STEWARDSHIP", J. Boss,ECE,2019,,9780367268565,T&F/INDIA,1,,Rs. 2495,https://www.routledge.com/Electrical-Safety-Systems-Sustainability-and-Stewardship/Boss-Nicoll/p/book/9781482230178,
,ELECTRICAL STEELS: VOLUME 1 : FUNDAMENTALS AND BASIC CONCEPTS,"ENERGY ENGINEERING, Anthony Moses",ECE,2019,,9781785619700,IET PUBLISHING,1,BP 135,,https://shop.theiet.org/electrical-steels,
,ELECTRICAL STEELS: VOLUME 2 : PERFORMANCE AND APPLICATIONS,"Anthony Moses,  Philip Anderson",ECE,2019,,9781785619724,IET PUBLISHING,1,BP 125,,https://shop.theiet.org/electrical-steels-2,
,ELECTRICITY AND MAGNETISM,r. dobbs,ECE,2018,,9789402419511,SPRINGER,1,,Rs. 695,https://www.springer.com/gp/book/9780710201577,
,ELECTRICITY MARKETS AND POWER SYSTEM ECONOMICS,Gan; Donghan Feng; Jun Xie,ECE,2018,,9781138583122,T&F INDIA,1,,Rs. 1495,https://www.routledge.com/Electricity-Markets-and-Power-System-Economics/Gan-Feng-Xie/p/book/9781466501690,
,"ELECTRICITY PRICING: REGULATED, DEREGULATED AND SMART GRID SYSTEMS ", Sen,ECE,2019,,9780367268534,T&F/INDIA,1,,Rs. 1695,https://www.routledge.com/Electricity-Pricing-Regulated-Deregulated-and-Smart-Grid-Systems/Sen-Sengupta-Chakrabarti/p/book/9781138074019,
,Electroacoustics,Mendel Kleiner,ECE,2020,,9780367372620,Crc Press,1,,Rs. 4395,https://www.routledge.com/Electroacoustics/Kleiner/p/book/9781439836187,
,ELECTROMAGNETIC COMPATIBILITY:PRINCIPLES AND APPLICATIONS,Weston,ECE,2018,2nd,9781138581906,T&F INDIA,1,,Rs. 4995,https://www.routledge.com/Electromagnetic-Compatibility-Principles-and-Applications-Second-Edition/Weston/p/book/9780824788896,
,ELECTROMAGNETIC WAVES,dobbs,ECE,2020,,9789402419528,SPRINGER,1,,Rs. 695,https://www.springer.com/gp/book/9780710205063,
,"Electromagnetic Waves, Materials, And Computation With Matlab®",Kalluri,ECE,2020,,9780367412630,Crc Press,1,,Rs. 7495,https://www.routledge.com/Electromagnetic-Waves-Materials-and-Computation-with-MATLAB/Kalluri/p/book/9781439838679,
,ELECTROMAGNETICS FOR ELECTRICAL MACHINES,"SAURABH KUMAR MUKERJI, AHMAD SHAHID KHAN ET ALL.",ECE,2019,,9780367240493,T&F INDIA,1,,Rs. 4295,https://www.routledge.com/Electromagnetics-for-Electrical-Machines/Mukerji-Khan-Singh/p/book/9780367575878,
,Electronic Communication Systems: Theory And Practices,John C. Clark,ECE,2018,,9781682513859,Intelliz Press,1,US$ 150,,http://intellizpress.com/index.php?route=product/product&product_id=406&search=9781682513859,
,ELECTRONIC DEVICES AND CIRCUITS,DASH GANANATH,ECE,2018,,9789386235305,UNIVERSITIES PRESS,1,,Rs. 795,http://m.universitiespress.com/details?id=9789386235305,
,"ELECTRONIC FETAL HEART RATE MONITORING, : THE 5-TIER SYSTEM",Parer,ECE,2018,3rd,9781284090338,JONES & BARTLETT,1,US$ 70,,https://www.jblearning.com/catalog/productdetails/9781284090338,
,Electronic Instrumentation And Measurements,Alan Jones,ECE,2018,,9781682513866,Intelliz Press,1,US$ 150,,http://intellizpress.com/index.php?route=product/product&product_id=407&search=9781682513866,
,ELECTRONIC WASTE MANAGEMENT,"G H Eduljee, R M Harrison",ECE,2019,,9781788017442,RSC,1,BP 70,,https://pubs.rsc.org/en/results?searchtext=9781788017442,
,Electronically Scanned Arrays Matlab Modeling And Simulation,Arik D Brown,ECE,2020,,9780367413880,Crc Press,1,,Rs. 3395,https://www.routledge.com/Electronically-Scanned-Arrays-MATLAB-Modeling-and-Simulation/Brown/p/book/9781138074033,
,Electronics: A First Course,Bishop,ECE,2020,3rd,9780367414658,Routledge,1,,Rs. 3495,https://www.routledge.com/Electronics-A-First-Course/Bishop/p/book/9781856176958,
,Electrotechnical Systems: Simulation With Simulink® And Simpowersystems™,Viktor Perelmuter,ECE,2020,,9780367372521,Crc Press,1,,Rs. 4995,https://www.routledge.com/Electrotechnical-Systems-Simulation-with-Simulink-and-SimPowerSystems/Perelmuter/p/book/9781138077126,
