id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,Body Sensors and Electrocardiography,"Roman Trobec, Ivan Tomašić, Aleksandra Rashkovska, Matjaž Depolli, Viktor Avbelj",CSE,2018,1st ed. 2018,978-3-319-59340-1,Springer Nature,3,,,,ELECTRONIC
,Wireless Information and Power Transfer: A New Paradigm for Green Communications,"Dushantha Nalin K. Jayakody, John Thompson, Symeon Chatzinotas, Salman Durrani",CSE,2018,1st ed. 2018,978-3-319-56669-6,Springer Nature,3,,,,ELECTRONIC
,Inventing the Cloud Century,"Marcus Oppitz, Peter Tomsu",CSE,2018,1st ed. 2018,978-3-319-61161-7,Springer Nature,3,,,,ELECTRONIC
,Mobility of Visually Impaired People,"Edwige Pissaloux, Ramiro Velazquez",CSE,2018,1st ed. 2018,978-3-319-54446-5,Springer Nature,3,,,,ELECTRONIC
,Cosine-/Sine-Modulated Filter Banks,"Vladimir Britanak, K. R. Rao",CSE,2018,1st ed. 2018,978-3-319-61080-1,Springer Nature,3,,,,ELECTRONIC
,Closing the Gap Between Practice and Research in Industrial Engineering,"Elisabeth Viles, Marta Ormazábal, Alvaro Lleó",CSE,2018,1st ed. 2018,978-3-319-58409-6,Springer Nature,3,,,,ELECTRONIC
,Advances in Intelligent Networking and Collaborative Systems,"Leonard Barolli, Isaac Woungang, Omar Khadeer Hussain",CSE,2018,1st ed. 2018,978-3-319-65636-6,Springer Nature,3,,,,ELECTRONIC
,Advances in Ergonomics of Manufacturing: Managing the Enterprise of the Future,Stefan Trzcielinski,CSE,2018,1st ed. 2018,978-3-319-60474-9,Springer Nature,3,,,,ELECTRONIC
,Energy Efficient Embedded Video Processing Systems,"Muhammad Usman Karim Khan, Muhammad Shafique, Jörg Henkel",CSE,2018,1st ed. 2018,978-3-319-61455-7,Springer Nature,3,,,,ELECTRONIC
,Human-Computer Systems Interaction,"Zdzisław S. Hippe, Juliusz L. Kulikowski, Teresa Mroczek",CSE,2018,1st ed. 2018,978-3-319-62120-3,Springer Nature,3,,,,ELECTRONIC
,Computer and Network Security Essentials,Kevin Daimi,CSE,2018,1st ed. 2018,978-3-319-58424-9,Springer Nature,3,,,,ELECTRONIC
,Computer and Information Science,Roger Lee,CSE,2018,1st ed. 2018,978-3-319-60170-0,Springer Nature,3,,,,ELECTRONIC
,Multidisciplinary Approaches to Neural Computing,"Anna Esposito, Marcos Faudez-Zanuy, Francesco Carlo Morabito, Eros Pasero",CSE,2018,1st ed. 2018,978-3-319-56904-8,Springer Nature,3,,,,ELECTRONIC
,"Hybrid ADCs, Smart Sensors for the IoT, and Sub-1V & Advanced Node Analog Circuit Design","Pieter Harpe, Kofi A. A. Makinwa, Andrea Baschirotto",CSE,2018,1st ed. 2018,978-3-319-61285-0,Springer Nature,3,,,,ELECTRONIC
,Emergent Knowledge Strategies,"Ettore Bolisani, Constantin Bratianu",CSE,2018,1st ed. 2018,978-3-319-60657-6,Springer Nature,3,,,,ELECTRONIC
,Spectrum Sharing Between Radars and Communication Systems,"Awais Khawar, Ahmed Abdelhadi, T. Charles Clancy",CSE,2018,1st ed. 2018,978-3-319-56684-9,Springer Nature,3,,,,ELECTRONIC
,Hypergraph Theory in Wireless Communication Networks,"Hongliang Zhang, Lingyang Song, Zhu Han, Yingjun Zhang",CSE,2018,1st ed. 2018,978-3-319-60469-5,Springer Nature,3,,,,ELECTRONIC
,"Integration, Interconnection, and Interoperability of IoT Systems","Raffaele Gravina, Carlos E. Palau, Marco Manso, Antonio Liotta, Giancarlo Fortino",CSE,2018,1st ed. 2018,978-3-319-61300-0,Springer Nature,3,,,,ELECTRONIC
,A Comprehensive Guide Through the Italian Database Research Over the Last 25 Years,"Sergio Flesca, Sergio Greco, Elio Masciari, Domenico Saccà",CSE,2018,1st ed. 2018,978-3-319-61893-7,Springer Nature,3,,,,ELECTRONIC
,Advances in Human Factors and Ergonomics in Healthcare and Medical Devices,"Vincent Duffy, Nancy Lightner",CSE,2018,1st ed. 2018,978-3-319-60483-1,Springer Nature,3,,,,ELECTRONIC
,Mathematical Modelling for Next-Generation Cryptography,"Tsuyoshi Takagi, Masato Wakayama, Keisuke Tanaka, Noboru Kunihiro, Kazufumi Kimoto, Dung Hoang Duong",CSE,2018,1st ed. 2018,978-981-10-5065-7,Springer Nature,3,,,,ELECTRONIC
,Business Process Management Cases,"Jan vom Brocke, Jan Mendling",CSE,2018,1st ed. 2018,978-3-319-58307-5,Springer Nature,3,,,,ELECTRONIC
,Submodular Rate Region Models for Multicast Communication in Wireless Networks,Maximilian Riemensberger,CSE,2018,1st ed. 2018,978-3-319-65232-0,Springer Nature,3,,,,ELECTRONIC
,Dedicated Mobile Communications for High-speed Railway,"Zhang-Dui Zhong, Bo Ai, Gang Zhu, Hao Wu, Lei Xiong, Fang-Gang Wang, Lei Lei, Jian-Wen Ding, Ke Guan, Rui-Si He",CSE,2018,1st ed. 2018,978-3-662-54860-8,Springer Nature,3,,,,ELECTRONIC
,"Advances in Human Factors in Training, Education, and Learning Sciences",Terence Andre,CSE,2018,1st ed. 2018,978-3-319-60018-5,Springer Nature,3,,,,ELECTRONIC
,User-Centric Ultra-Dense Networks for 5G,"Shanzhi Chen, Fei Qin, Bo Hu, Xi Li, Zhonglin Chen, Jiamin Liu",CSE,2018,1st ed. 2018,978-3-319-61201-0,Springer Nature,3,,,,ELECTRONIC
,Terrestrial-Satellite Communication Networks,"Linling Kuang, Chunxiao Jiang, Yi Qian, Jianhua Lu",CSE,2018,1st ed. 2018,978-3-319-61768-8,Springer Nature,3,,,,ELECTRONIC
,Resource Management for Heterogeneous Wireless Networks,"Amila Tharaperiya Gamage, Xuemin (Sherman) Shen",CSE,2018,1st ed. 2018,978-3-319-64268-0,Springer Nature,3,,,,ELECTRONIC
,The Micro-World Observed by Ultra High-Speed Cameras,Kinko Tsuji,CSE,2018,1st ed. 2018,978-3-319-61491-5,Springer Nature,3,,,,ELECTRONIC
,"Emerging Challenges in Business, Optimization, Technology, and Industry","Lotfi Tadj, Ajay K. Garg",CSE,2018,1st ed. 2018,978-3-319-58589-5,Springer Nature,3,,,,ELECTRONIC
,Humanizing Digital Reality,"Klaas De Rycke, Christoph Gengnagel, Olivier Baverel, Jane Burry, Caitlin Mueller, Minh Man Nguyen, Philippe Rahm, Mette Ramsgaard Thomsen",CSE,2018,1st ed. 2018,978-981-10-6611-5,Springer Nature,3,,,,ELECTRONIC
,Improving Service Level Engineering,Roland Schütze,CSE,2018,1st ed. 2018,978-3-319-59716-4,Springer Nature,3,,,,ELECTRONIC
,Compact Extended Linear Programming Models,"Giuseppe Lancia, Paolo Serafini",CSE,2018,1st ed. 2018,978-3-319-63976-5,Springer Nature,3,,,,ELECTRONIC
,Dependable Multicore Architectures at Nanoscale,"Marco Ottavi, Dimitris Gizopoulos, Salvatore Pontarelli",CSE,2018,1st ed. 2018,978-3-319-54422-9,Springer Nature,3,,,,ELECTRONIC
,Concurrency Control in Distributed System Using Mutual Exclusion,"Sukhendu Kanrar, Nabendu Chaki, Samiran Chattopadhyay",CSE,2018,1st ed. 2018,978-981-10-5559-1,Springer Nature,3,,,,ELECTRONIC
,Information- and Communication Theory in Molecular Biology,Martin Bossert,CSE,2018,1st ed. 2018,978-3-319-54729-9,Springer Nature,3,,,,ELECTRONIC
,IT Convergence and Security 2017,"Kuinam J. Kim, Hyuncheol Kim, Nakhoon Baek",CSE,2018,1st ed. 2018,978-981-10-6454-8,Springer Nature,3,,,,ELECTRONIC
,"Advances in Human Factors in Sports, Injury Prevention and Outdoor Recreation",Tareq Ahram,CSE,2018,1st ed. 2018,978-3-319-60822-8,Springer Nature,3,,,,ELECTRONIC
,Physical Layer Security in Wireless Cooperative Networks,Li Wang,CSE,2018,1st ed. 2018,978-3-319-61863-0,Springer Nature,3,,,,ELECTRONIC
,Advances in Physical Ergonomics and Human Factors,"Ravindra S. Goonetilleke, Waldemar Karwowski",CSE,2018,1st ed. 2018,978-3-319-60825-9,Springer Nature,3,,,,ELECTRONIC
,Advances in Human Factors in Robots and Unmanned Systems,Jessie Chen,CSE,2018,1st ed. 2018,978-3-319-60384-1,Springer Nature,3,,,,ELECTRONIC
,ASIC/SoC Functional Design Verification,Ashok B. Mehta,CSE,2018,1st ed. 2018,978-3-319-59418-7,Springer Nature,3,,,,ELECTRONIC
,Mobile and Wireless Technologies 2017,"Kuinam J. Kim, Nikolai Joukov",CSE,2018,1st ed. 2018,978-981-10-5281-1,Springer Nature,3,,,,ELECTRONIC
,Telecommunication 4.0,Zhengmao Li,CSE,2018,1st ed. 2018,978-981-10-6301-5,Springer Nature,3,,,,ELECTRONIC
,Online Engineering & Internet of Things,"Michael E. Auer, Danilo G. Zutin",CSE,2018,1st ed. 2018,978-3-319-64352-6,Springer Nature,3,,,,ELECTRONIC
,Techno-Societal 2016,"Prashant M. Pawar, Babruvahan P. Ronge, R. Balasubramaniam, Sridevi Seshabhattar",CSE,2018,1st ed. 2018,978-3-319-53556-2,Springer Nature,3,,,,ELECTRONIC
,Optimal Control of Energy Resources for State Estimation Over Wireless Channels,"Alex S. Leong, Daniel E. Quevedo, Subhrakanti Dey",CSE,2018,1st ed. 2018,978-3-319-65614-4,Springer Nature,3,,,,ELECTRONIC
,Computational Intelligence Techniques in Diagnosis of Brain Diseases,"Sasikumar Gurumoorthy, Naresh Babu Muppalaneni, Xiao-Zhi Gao",CSE,2018,1st ed. 2018,978-981-10-6529-3,Springer Nature,3,,,,ELECTRONIC
,Intelligent Transportation Systems,"Syed Faraz Hasan, Nazmul Siddique, Shyam Chakraborty",CSE,2018,2nd ed. 2018,978-3-319-64057-0,Springer Nature,3,,,,ELECTRONIC
,Predicting User Performance and Errors,Marc Halbrügge,CSE,2018,1st ed. 2018,978-3-319-60369-8,Springer Nature,3,,,,ELECTRONIC
,Processing Medical Thermal Images,Robert Koprowski,CSE,2018,1st ed. 2018,978-3-319-61340-6,Springer Nature,3,,,,ELECTRONIC
,High-level Estimation and Exploration of Reliability for Multi-Processor System-on-Chip,"Zheng Wang, Anupam Chattopadhyay",CSE,2018,1st ed. 2018,978-981-10-1073-6,Springer Nature,3,,,,ELECTRONIC
,"Software Engineering Research, Management and Applications",Roger Lee,CSE,2018,1st ed. 2018,978-3-319-61388-8,Springer Nature,3,,,,ELECTRONIC
,Advances in Human Aspects of Transportation,Neville A Stanton,CSE,2018,1st ed. 2018,978-3-319-60441-1,Springer Nature,3,,,,ELECTRONIC
,Advanced Biometrics,"David Zhang, Guangming Lu, Lei Zhang",CSE,2018,1st ed. 2018,978-3-319-61545-5,Springer Nature,3,,,,ELECTRONIC
,From Science to Society,"Benoît Otjacques, Patrik Hitzelberger, Stefan Naumann, Volker Wohlgemuth",CSE,2018,1st ed. 2018,978-3-319-65687-8,Springer Nature,3,,,,ELECTRONIC
,Acoustics of Bangla Speech Sounds,Asoke Kumar Datta,CSE,2018,1st ed. 2018,978-981-10-4262-1,Springer Nature,3,,,,ELECTRONIC
,Smart Maintenance for Human–Robot Interaction,"Bo Xing, Tshilidzi Marwala",CSE,2018,1st ed. 2018,978-3-319-67480-3,Springer Nature,3,,,,ELECTRONIC
,NEO 2016,"Yazmin Maldonado, Leonardo Trujillo, Oliver Schütze, Annalisa Riccardi, Massimiliano Vasile",CSE,2018,1st ed. 2018,978-3-319-64063-1,Springer Nature,3,,,,ELECTRONIC
,"Advances in Human Factors, Software, and Systems Engineering","Tareq Ahram, Waldemar Karwowski",CSE,2018,1st ed. 2018,978-3-319-60011-6,Springer Nature,3,,,,ELECTRONIC
,Virtualized Wireless Networks,"Tho Le-Ngoc, Rajesh Dawadi, Saeedeh Parsaeefard, Mahsa Derakhshani",CSE,2018,1st ed. 2018,978-3-319-57388-5,Springer Nature,3,,,,ELECTRONIC
,Augmented Reality and Virtual Reality,"Timothy Jung, M. Claudia tom Dieck",CSE,2018,1st ed. 2018,978-3-319-64027-3,Springer Nature,3,,,,ELECTRONIC
,Advances in Multirate Systems ,Gordana Jovanovic Dolecek,CSE,2018,1st ed. 2018,978-3-319-59274-9,Springer Nature,3,,,,ELECTRONIC
,Software Failure Investigation,"Jan Eloff, Madeleine Bihina Bella",CSE,2018,1st ed. 2018,978-3-319-61334-5,Springer Nature,3,,,,ELECTRONIC
,Recent Developments in Metaheuristics,"Lionel Amodeo, El-Ghazali Talbi, Farouk Yalaoui",CSE,2018,1st ed. 2018,978-3-319-58253-5,Springer Nature,3,,,,ELECTRONIC
,"Advances in Human Factors, Business Management and Leadership","Jussi Ilari Kantola, Tibor Barath, Salman Nazir",CSE,2018,1st ed. 2018,978-3-319-60372-8,Springer Nature,3,,,,ELECTRONIC
,Smart Cities,"Stan McClellan, Jesus A. Jimenez, George Koutitas",CSE,2018,1st ed. 2018,978-3-319-59381-4,Springer Nature,3,,,,ELECTRONIC
,Biologically Inspired Cognitive Architectures (BICA) for Young Scientists,"Alexei V. Samsonovich, Valentin V. Klimov",CSE,2018,1st ed. 2018,978-3-319-63940-6,Springer Nature,3,,,,ELECTRONIC
,Resource Allocation with Carrier Aggregation in Cellular Networks,"Haya Shajaiah, Ahmed Abdelhadi, Charles Clancy",CSE,2018,1st ed. 2018,978-3-319-60540-1,Springer Nature,3,,,,ELECTRONIC
,Towards a Synergistic Combination of Research and Practice in Software Engineering,"Piotr Kosiuczenko, Lech Madeyski",CSE,2018,1st ed. 2018,978-3-319-65208-5,Springer Nature,3,,,,ELECTRONIC
,Advances in Ergonomics in Design,"Francisco Rebelo, Marcelo Soares",CSE,2018,1st ed. 2018,978-3-319-60582-1,Springer Nature,3,,,,ELECTRONIC
,Gain-Cell Embedded DRAMs for Low-Power VLSI Systems-on-Chip,"Pascal Meinerzhagen, Adam Teman, Robert Giterman, Noa Edri, Andreas Burg, Alexander Fish",CSE,2018,1st ed. 2018,978-3-319-60402-2,Springer Nature,3,,,,ELECTRONIC
,Advances in Human Factors and Systems Interaction,Isabel L. Nunes,CSE,2018,1st ed. 2018,978-3-319-60366-7,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the Eighth International Conference on Soft Computing and Pattern Recognition (SoCPaR 2016),"Ajith Abraham, Aswani Kumar Cherukuri, Ana Maria Madureira, Azah Kamilah Muda",CSE,2018,1st ed. 2018,978-3-319-60618-7,Springer Nature,3,,,,ELECTRONIC
,Advances in Neuroergonomics and Cognitive Engineering,Carryl Baldwin,CSE,2018,1st ed. 2018,978-3-319-60642-2,Springer Nature,3,,,,ELECTRONIC
,"Advances in Human Factors, Sustainable Urban Planning and Infrastructure",Jerzy Charytonowicz,CSE,2018,1st ed. 2018,978-3-319-60450-3,Springer Nature,3,,,,ELECTRONIC
,Digital Marketplaces Unleashed,"Claudia Linnhoff-Popien, Ralf Schneider, Michael Zaddach",CSE,2018,1st ed. 2018,978-3-662-49275-8,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the 10th International Conference on Computer Recognition Systems CORES 2017,"Marek Kurzynski, Michal Wozniak, Robert Burduk",CSE,2018,1st ed. 2018,978-3-319-59162-9,Springer Nature,3,,,,ELECTRONIC
,Computational Approaches in the Transfer of Aesthetic Values from Paintings to Photographs,"Xiaoyan Zhang, Martin Constable, Kap Luk Chan, Jinze Yu, Wang Junyan",CSE,2018,1st ed. 2018,978-981-10-3561-6,Springer Nature,3,,,,ELECTRONIC
,"Towards Analytical Techniques for Optimizing Knowledge Acquisition, Processing, Propagation, and Use in Cyberinfrastructure and Big Data","L. Octavio Lerma, Vladik Kreinovich",CSE,2018,1st ed. 2018,978-3-319-61349-9,Springer Nature,3,,,,ELECTRONIC
,Advances in Safety Management and Human Factors,Pedro Arezes,CSE,2018,1st ed. 2018,978-3-319-60525-8,Springer Nature,3,,,,ELECTRONIC
,"Advances in Human Error, Reliability, Resilience, and Performance",Ronald Laurids Boring,CSE,2018,1st ed. 2018,978-3-319-60645-3,Springer Nature,3,,,,ELECTRONIC
,Advanced Optimization by Nature-Inspired Algorithms,Omid Bozorg-Haddad,CSE,2018,1st ed. 2018,978-981-10-5221-7,Springer Nature,3,,,,ELECTRONIC
,Robust Perception from Optical Sensors for Reactive Behaviors in Autonomous Robotic Vehicles,Alexander Schaub,CSE,2018,1st ed. 2018,978-3-658-19087-3,Springer Nature,3,,,,ELECTRONIC
,"Advances in Neural Computation, Machine Learning, and Cognitive Research","Boris Kryzhanovsky, Witali Dunin-Barkowski, Vladimir Redko",CSE,2018,1st ed. 2018,978-3-319-66604-4,Springer Nature,3,,,,ELECTRONIC
,5G Wireless Systems,"Yang Yang, Jing Xu, Guang Shi, Cheng-Xiang Wang",CSE,2018,1st ed. 2018,978-3-319-61869-2,Springer Nature,3,,,,ELECTRONIC
,The Electric Century,J.B. Williams,CSE,2018,1st ed. 2018,978-3-319-51155-9,Springer Nature,3,,,,ELECTRONIC
,Fog Computing in the Internet of Things,"Amir M. Rahmani, Pasi Liljeberg, Jürgo-Sören Preden, Axel Jantsch",CSE,2018,1st ed. 2018,978-3-319-57639-8,Springer Nature,3,,,,ELECTRONIC
,"Fuzzy Control, Estimation and Diagnosis",Magdi S. Mahmoud,CSE,2018,1st ed. 2018,978-3-319-54954-5,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the 2nd Workshop on Communication Security,"Marco Baldi, Elizabeth A. Quaglia, Stefano Tomasin",CSE,2018,1st ed. 2018,978-3-319-59265-7,Springer Nature,3,,,,ELECTRONIC
,Trust and Reputation Management Systems,Denis Trček,CSE,2018,1st ed. 2018,978-3-319-62374-0,Springer Nature,3,,,,ELECTRONIC
,"Advances in Internetworking, Data & Web Technologies","Leonard Barolli, Mingwu Zhang, Xu An Wang",CSE,2018,1st ed. 2018,978-3-319-59463-7,Springer Nature,3,,,,ELECTRONIC
,Masters of the Structural Aesthetic,Derek Thomas,CSE,2018,1st ed. 2018,978-981-10-5445-7,Springer Nature,3,,,,ELECTRONIC
,Multidimensional Analysis of Conversational Telephone Speech,Friedemann Köster,CSE,2018,1st ed. 2018,978-981-10-5224-8,Springer Nature,3,,,,ELECTRONIC
,Information Technology - New Generations,Shahram Latifi,CSE,2018,1st ed. 2018,978-3-319-54978-1,Springer Nature,3,,,,ELECTRONIC
,Advances in Usability and User Experience,"Tareq Ahram, Christianne Falcão",CSE,2018,1st ed. 2018,978-3-319-60492-3,Springer Nature,3,,,,ELECTRONIC
,Industry 4.0: Managing The Digital Transformation,"Alp Ustundag, Emre Cevikcan",CSE,2018,1st ed. 2018,978-3-319-57870-5,Springer Nature,3,,,,ELECTRONIC
,Embedded System Design,Peter Marwedel,CSE,2018,3rd ed. 2018,978-3-319-56045-8,Springer Nature,3,,,,ELECTRONIC
,Formal System Verification,Rolf Drechsler,CSE,2018,1st ed. 2018,978-3-319-57685-5,Springer Nature,3,,,,ELECTRONIC
,Advanced Gear Engineering,"Veniamin Goldfarb, Evgenii Trubachev, Natalya Barmina",CSE,2018,1st ed. 2018,978-3-319-60399-5,Springer Nature,3,,,,ELECTRONIC
,Advances in Human Factors in Cybersecurity,Denise Nicholson,CSE,2018,1st ed. 2018,978-3-319-60585-2,Springer Nature,3,,,,ELECTRONIC
,Gesture Recognition,"Amit Konar, Sriparna Saha",CSE,2018,1st ed. 2018,978-3-319-62212-5,Springer Nature,3,,,,ELECTRONIC
,IT Convergence and Security 2017,"Kuinam J. Kim, Hyuncheol Kim, Nakhoon Baek",CSE,2018,1st ed. 2018,978-981-10-6451-7,Springer Nature,3,,,,ELECTRONIC
,CIOs and the Digital Transformation,"Giorgio Bongiorno, Daniele Rizzo, Giovanni Vaia",CSE,2018,1st ed. 2018,978-3-319-31026-8,Springer Nature,3,,,,ELECTRONIC
,"Residual Stress, Thermomechanics & Infrared Imaging, Hybrid Techniques and Inverse Problems, Volume 8","Antonio Baldi, John M. Considine, Simon Quinn, Xavier Balandraud",CSE,2018,1st ed. 2018,978-3-319-62899-8,Springer Nature,3,,,,ELECTRONIC
,"Industry Interactive Innovations in Science, Engineering and Technology ","Swapan Bhattacharyya, Sabyasachi Sen, Meghamala Dutta, Papun Biswas, Himadri Chattopadhyay",CSE,2018,1st ed. 2018,978-981-10-3953-9,Springer Nature,3,,,,ELECTRONIC
,Advances in Human Factors in Simulation and Modeling,Daniel N. Cassenti,CSE,2018,1st ed. 2018,978-3-319-60591-3,Springer Nature,3,,,,ELECTRONIC
,Guide to Big Data Applications,S. Srinivasan,CSE,2018,1st ed. 2018,978-3-319-53817-4,Springer Nature,3,,,,ELECTRONIC
,Energy-Efficient Spectrum Management for Cognitive Radio Sensor Networks,"Ju Ren, Ning Zhang, Xuemin (Sherman) Shen",CSE,2018,1st ed. 2018,978-3-319-60318-6,Springer Nature,3,,,,ELECTRONIC
,Proceedings of the Eleventh International Conference on Management Science and Engineering Management,"Jiuping Xu, Mitsuo Gen, Asaf Hajiyev, Fang Lee Cooke",CSE,2018,1st ed. 2018,978-3-319-59280-0,Springer Nature,3,,,,ELECTRONIC
,Project Managers at Work,Bruce Harpham,CSE,2018,1st ed.,978-1-4842-2668-1,Springer Nature,3,,,,ELECTRONIC
,Advances in Affective and Pleasurable Design,"WonJoon Chung, Cliff Sungsoo Shin",CSE,2018,1st ed. 2018,978-3-319-60495-4,Springer Nature,3,,,,ELECTRONIC
,Online Intermediaries for Co-Creation,Christoph W. Künne,CSE,2018,1st ed. 2018,978-3-319-51124-5,Springer Nature,3,,,,ELECTRONIC
,Analytics and Data Science,"Amit V. Deokar, Ashish Gupta, Lakshmi S. Iyer, Mary C. Jones",CSE,2018,1st ed. 2018,978-3-319-58097-5,Springer Nature,3,,,,ELECTRONIC
,Computational Metrics for Soccer Analysis,"Filipe Manuel Clemente, João Bernardo Sequeiros, Acácio F.P.P. Correia, Frutuoso G. M Silva, Fernando Manuel Lourenço Martins",CSE,2018,1st ed. 2018,978-3-319-59029-5,Springer Nature,3,,,,ELECTRONIC
,Computational Morphologies,"Michela Rossi, Giorgio Buratti",CSE,2018,1st ed. 2018,978-3-319-60919-5,Springer Nature,3,,,,ELECTRONIC
,Design Thinking Research,"Hasso Plattner, Christoph Meinel, Larry Leifer",CSE,2018,1st ed. 2018,978-3-319-60967-6,Springer Nature,3,,,,ELECTRONIC
,Handbook of Convex Optimization Methods in Imaging Science,Vishal Monga,CSE,2018,1st ed. 2017,978-3-319-61609-4,Springer Nature,3,,,,ELECTRONIC
,Digital Technology and Organizational Change,"Cecilia Rossignoli, Francesco Virili, Stefano Za",CSE,2018,1st ed. 2018,978-3-319-62051-0,Springer Nature,3,,,,ELECTRONIC
,Sustainable Cloud and Energy Services,Wilson Rivera,CSE,2018,1st ed. 2018,978-3-319-62238-5,Springer Nature,3,,,,ELECTRONIC
,Energy-Efficient Smart Temperature Sensors in CMOS Technology,"Kamran Souri, Kofi A.A. Makinwa",CSE,2018,1st ed. 2018,978-3-319-62307-8,Springer Nature,3,,,,ELECTRONIC
,"Languages, Design Methods, and Tools for Electronic System Design","Franco Fummi, Robert Wille",CSE,2018,1st ed. 2018,978-3-319-62920-9,Springer Nature,3,,,,ELECTRONIC
,Computational Analysis of Sound Scenes and Events,"Tuomas Virtanen, Mark D. Plumbley, Dan Ellis",CSE,2018,1st ed. 2018,978-3-319-63450-0,Springer Nature,3,,,,ELECTRONIC
,Quantum Computing:An Environment for Intelligent Large Scale Real Application ,"Aboul Ella Hassanien, Mohamed Elhoseny, Janusz Kacprzyk",CSE,2018,1st ed. 2018,978-3-319-63639-9,Springer Nature,3,,,,ELECTRONIC
,Antenna Fundamentals for Legacy Mobile Applications and Beyond,"Issa Elfergani, Abubakar Sadiq Hussaini, Jonathan Rodriguez, Raed Abd-Alhameed",CSE,2018,1st ed. 2018,978-3-319-63967-3,Springer Nature,3,,,,ELECTRONIC
,Self-powered SoC Platform for Analysis and Prediction of Cardiac Arrhythmias ,"Hani Saleh, Nourhan Bayasi, Baker Mohammad, Mohammed Ismail",CSE,2018,1st ed. 2018,978-3-319-63973-4,Springer Nature,3,,,,ELECTRONIC
