id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,Atomic Structure and Chemical Bond  | e | k,Chanda,General Interest Books,2019,,9789389307771,Wiley,9,,525,https://www.wileyindia.com/atomic-structure-and-chemical-bond-a-problem-solving-approach.html,
,Basic Principles and Practices in Analytical Techniques ,Chelamalla,General Interest Books,2019,,9789389307870,Wiley,9,,315,https://www.wileyindia.com/basic-principles-and-practices-in-analytical-techniques.html,
,Systematic Nomenclature Of Organic Compounds  | e | k,Dhillon,General Interest Books,2019,,9789389307719,Wiley,9,,375,https://www.wileyindia.com/systematic-nomenclature-of-organic-compounds.html,
,Textbook of Toxicology   | k,Pani  ,General Interest Books,2019,,9789389520279,Wiley,9,,425,https://www.wileyindia.com/textbook-of-toxicology.html,
,Advanced Lab Practices in Biochemistry & Molecular Biology ,Agarwal,General Interest Books,2019,,9789389520927,Wiley,9,,345,https://www.wileyindia.com/advanced-lab-practices-in-biochemistry-molecular-biology.html,
,Applied Chemistry - II     | k,Balsaraf,General Interest Books,2019,,9789389633184,Wiley,9,,315,https://www.wileyindia.com/applied-chemistry-ii.html,
,Engineering Chemistry  | k,Garg  ,General Interest Books,2019,,9789389583038,Wiley,9,,395,https://www.wileyindia.com/engineering-chemistry.html,
,"Handbook of Molecular Spectroscopy : From Radio Waves to Gamma Rays, 2ed   | e | k",Sathyanarayana,General Interest Books,2019,,9789389520682,Wiley,9,,795,https://www.wileyindia.com/handbook-of-molecular-spectroscopy-2ed-from-radio-waves-to-gamma-rays.html,
,Physical Chemistry Laboratory Manual : An Interdisciplinary Approach     | k,Anand,General Interest Books,2019,,9789389583106,Wiley,9,,395,https://www.wileyindia.com/physical-chemistry-laboratory-manual-an-interdisciplinary-approach.html,
,Textbook of Biochemistry  | k,Upadhye,General Interest Books,2019,,9789389633436,Wiley,9,,505,https://www.wileyindia.com/textbook-of-biochemistry.html,
,INTRODUCTORY CHEMISTRY ACTIVE LEARNING APPROACH,CRACOLICE/PETERS,General Interest Books,2019,07,9780357363669,Cengage,9,249.95,,https://faculty.cengage.com/titles/9780357363669,
,An Introductory Text on Green Chemistry : For Undergraduate Students   | e | k,Sidhwani,General Interest Books,2019,,9788126554072,Wiley,9,,419,https://www.wileyindia.com/an-introductory-text-on-green-chemistry-for-undergraduate-students.html,
,A Textbook of Medicinal Chemistry  | k,Mohan,General Interest Books,2019,,9789389633597,Wiley,9,,455,https://www.wileyindia.com/a-textbook-of-medicinal-chemistry.html,
,Bioseparations Engineering : A Comprehensive DSP Volumen   | k,Kumar,General Interest Books,2019,,9789389698749,Wiley,9,,345,https://www.wileyindia.com/bioseparations-engineering-a-comprehensive-dsp-volumen.html,
,Calculations in Chemistry  | k,Obimakinde,General Interest Books,2019,,9789389633320,Wiley,9,,795,https://www.wileyindia.com/calculations-in-chemistry.html,
,Comprehensive Engineering Chemistry    | k,Singh,General Interest Books,2019,,9789389795219,Wiley,9,,425,https://www.wileyindia.com/comprehensive-engineering-chemistry.html,
,Intermediates for Organic Synthesis  | k,Ahluwalia,General Interest Books,2019,,9789389795516,Wiley,9,,495,https://www.wileyindia.com/intermediates-for-organic-synthesis.html,
,Pharmaceutical Analysis  | k,Kumar,General Interest Books,2019,,9789389583243,Wiley,9,,265,https://www.wileyindia.com/pharmaceutical-analysis-1.html,
,"Textbook of Environmental Chemistry, 2ed    | k",Pani  ,General Interest Books,2019,,9789389698640,Wiley,9,,625,https://www.wileyindia.com/textbook-of-environmental-chemistry-2ed.html,
,CHEMISTRY ATOMS FIRST APPROACH,ZUMDAHL/ZUMDAHL/DECOSTE,General Interest Books,2019,03,9780357363362,Cengage,9,249.95,,https://faculty.cengage.com/titles/9780357363362,
,"A Textbook Of Physical Chemistry, Volume 4, 6/E: Quantum Chemistry & Molecular S",K L Kapoor,General Interest Books,2019,6,9789389811315,MHE,9,N/A,450,https://www.mheducation.co.in/a-textbook-of-physical-chemistry-volume-4-6-e-quantum-chemistry-molecular-spectroscopy-9789389811315-india,
,Experimental Biochemistry : A Student Companion     | k,Rao,General Interest Books,2019,,9789389633924,Wiley,9,,455,https://www.wileyindia.com/experimental-biochemistry-a-student-companion.html,
,A Laboratory Manual of Pharmacognosy | k,Ahmad,General Interest Books,2019,,9789389795561,Wiley,9,,315,https://www.wileyindia.com/a-laboratory-manual-of-pharmacognosy.html,
,"A Textbook Of Physical Chemistry, Volume Iii",K L Kapoor,General Interest Books,2019,5,9789389811308,MHE,9,N/A,395,https://www.mheducation.co.in/a-textbook-of-physical-chemistry-volume-iii-9789389811308-india,
,Concise Inorganic Chemistry  | k,Chandra,General Interest Books,2019,,9789389976069,Wiley,9,,355,https://www.wileyindia.com/concise-inorganic-chemistry.html,
,Experiments in Engineering Chemistry  | k,Joshi,General Interest Books,2019,,9789389976038,Wiley,9,,315,https://www.wileyindia.com/experiments-in-engineering-chemistry.html,
,A Laboratory Manual For Environmental Chemistry | k,Gopalan,General Interest Books,2019,,9789389583588,Wiley,9,,315,https://www.wileyindia.com/a-laboratory-manual-for-environmental-chemistry.html,
,An Introduction to Medicinal Chemistry  | k,Kundu,General Interest Books,2019,,9788126599882,Wiley,9,,599,https://www.wileyindia.com/an-introduction-to-medicinal-chemistry.html,
,Chemistry : The Mollecular Nature Of Matter And Change,Silberberg,General Interest Books,2019,8,9789389949834,MHE,9,N/A,1275,https://www.mheducation.co.in/chemistry-the-mollecular-nature-of-matter-and-change-9789389949834-india,
,Practical Chemistry,Ratnani,General Interest Books,2019,1,9789390177448,MHE,9,N/A,425,https://www.mheducation.co.in/practical-chemistry-9789390177448-india,
,"Analytical Chemistry, An Indian Adaptation | IM",Christian,General Interest Books,2019,,9789388991094,Wiley,9,,999,https://www.wileyindia.com/analytical-chemistry-an-indian-adaptation.html,
,Introductory Chemistry: A Foundation,Zumdahl/Decoste,General Interest Books,2019,09,9789353502256,Cengage,9,,799,https://www.cengage.co.in/category/higher-education/science-mathematics/chemistry/course/introductory-chemistry-a-foundation-eq,
,"A Text Book Of Physical Chemistry, Vol. 5",K L Kapoor,General Interest Books,2019,4,9789389811322,MHE,9,N/A,425,https://www.mheducation.co.in/a-text-book-of-physical-chemistry-vol-5-9789389811322-india,
,A Textbook of Environmental Chemistry  | k,Subramanian,General Interest Books,2019,,9789389583908,Wiley,9,,545,https://www.wileyindia.com/a-textbook-of-environmental-chemistry.html,
,"Introduction to Magnetic Resonance Spectroscopy ESR,NMR,NQR, 3ed  | k",Sathyanarayana,General Interest Books,2019,,9788194778769,Wiley,9,,995,https://www.wileyindia.com/introduction-to-magnetic-resonance-spectroscopy-esr-nmr-nqr-3ed.html,
,"Voet's Biochemistry, Adapted Edition 2021 (Exclusively distributed by CBS Publishers & Distributors) | New | IM",Voet,General Interest Books,2019,,9789354243820,Wiley,9,,,https://www.wileyindia.com/voet-s-biochemistry-adapted-ed-2021.html,
,"Advanced Inorganic Chemistry, An Indian Adaptation  | New",Cotton,General Interest Books,2019,,9789354245701,Wiley,9,,939,https://www.wileyindia.com/advanced-inorganic-chemistry-an-indian-adaptation.html,
,"Basic Inorganic Chemistry, 3ed An Indian Adaptation | New",Cotton,General Interest Books,2019,,9789354246913,Wiley,9,,859,https://www.wileyindia.com/basic-inorganic-chemistry-3ed-an-indian-adaptation.html,
,Wiley's GATE Chemistry Chapter-Wise Solved Papers (2000-2021) | New,Wiley Editorial,General Interest Books,2019,,9788126579709,Wiley,9,,499,https://www.wileyindia.com/wiley-s-gate-chemistry-chapter-wise-solved-papers-2000-2021.html,
,AN INT TO OPERATING SYSTEMS ,BHATT,CSE,2019,5,,PHI,9,,595,https://www.phindia.com/Books/BookDetail/9789387472877/introduction-to-operating-systems-bhatt,
,DISTRIBUTED ALGORITHMNS,FOKKINK,CSE,2019,2,,PHI,9,,395,https://www.phindia.com/Books/BookDetail/9789388028394/distributed-algorithms-intuitive-approach-fokkink,
,REAL-WORLD ALGORITHMS,LOURIDAS,CSE,2019,,,PHI,9,,995,https://www.phindia.com/Books/BookDetail/9789388028806/real-world-algorithms-louridas,
,CLOUD COMPUTING FOR SCIENCE AND ENGG,FOSTER,CSE,2019,,,PHI,9,,995,https://www.phindia.com/Books/BookDetail/9789388028790/cloud-computing-for-science-and-engineering-foster-gannon,
,"Natural Language Processing with PyTorch: Build Intelligent Language Applications Using Deep Learning, (Grayscale Edition)",Rao,CSE,2019,,9789352137688,Shroff/O'Reilly,9,,1500,https://www.shroffpublishers.com/books/9789352137688/,
,"Natural Language Processing with PyTorch: Build Intelligent Language Applications Using Deep Learning, (Colour Edition)",Rao,CSE,2019,,9789352137701,Shroff/O'Reilly,9,,3500,https://www.shroffpublishers.com/books/9789352137701/,
,"Natural Language Processing with PyTorch: Build Intelligent Language Applications Using Deep Learning, (Colour Edition)",Rao,CSE,2020,,9789352137701,Shroff/O'Reilly,9,,3500,https://www.shroffpublishers.com/books/9789352137701/,
,"Deep Learning for the Life Sciences: Applying Deep Learning to Genomics, Microscopy, Drug Discovery, and More",Ramsundar,CSE,2020,,9789352138333,Shroff/O'Reilly ,9,,850,https://www.shroffpublishers.com/books/9789352138333/,
,Machine Learning for Email: Spam Filtering and Priority Inbox,Conway ,CSE,2020,,9789352138692,Shroff/O'Reilly ,9,,525,https://www.shroffpublishers.com/books/9789352138692/,
,"Generative Deep Learning: Teaching Machines to Paint, Write, Compose, and Play",Foster,CSE,2020,,9789352138715,Shroff/O'Reilly,9,,1150,https://www.shroffpublishers.com/books/9789352138715/,
,Machine Learning Pocket Reference: Working with Structured Data in Python,Harrison,CSE,2020,,9789352138999,Shroff/O'Reilly,9,,450,https://www.shroffpublishers.com/books/9789352138999/,
,Deep Learning from Scratch: Building with Python from First Principles,Weidman,CSE,2020,,9789352139026,Shroff/O'Reilly,9,,925,https://www.shroffpublishers.com/books/9789352139026/,
,Practical Data Science with SAP: Machine Learning Techniques for Enterprise Data,Foss,CSE,2020,,9789352139064,Shroff/O'Reilly,9,,1200,https://www.shroffpublishers.com/books/9789352139064/,
,Practical Automated Machine Learning on Azure: Using Azure Machine Learning to Quickly Build AI Solutions,Mukunthu,CSE,2020,,9789352139088,Shroff/O'Reilly ,9,,700,https://www.shroffpublishers.com/books/9789352139088/,
,Programming PyTorch for Deep Learning: Creating and Deploying Deep Learning Applications,Pointer,CSE,2020,,9789352139095,Shroff/O'Reilly ,9,,775,https://www.shroffpublishers.com/books/9789352139095/,
,Projects in Pattern Recognisation  Using MATLAB,Dr. Manza,CSE,2020,,9789352139149,Shroff ,9,,750,https://www.shroffpublishers.com/books/9789352139149/,
,Mastering Spark with R: The Complete Guide to Large-Scale Analysis and Modeling,Luraschi,CSE,2020,,9789352139170,Shroff/O'Reilly ,9,,1050,https://www.shroffpublishers.com/books/9789352139170/,
,Why: A Guide to Finding and Using Causes,Kleinberg,CSE,2020,,9789352139187,Shroff/O'Reilly ,9,,975,https://www.shroffpublishers.com/books/9789352139187/,
,"Practical Deep Learning for Cloud, Mobile, and Edge: Real-World AI & Computer-Vision Projects Using Python, Keras & TensorFlow",Koul,CSE,2020,,9789352139248,Shroff/O'Reilly ,9,,1700,https://www.shroffpublishers.com/books/9789352139248/,
,Practical Time Series Analysis: Prediction with Statistics and Machine Learning,Nielsen,CSE,2020,,9789352139255,Shroff/O'Reilly,9,,1750,https://www.shroffpublishers.com/books/9789352139255/,
,"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems, Second Edition (Colour Edition)",Géron,CSE,2020,,9789352139057,Shroff/O'Reilly ,9,,2275,https://www.shroffpublishers.com/books/computer-science/artificial-intelligence/machine-learning/9789352139057/,
,CLOUD COMPUTING,SHAILENDRA SINGH,CSE,2020,1,9780199477388,OUP,9,,675,https://india.oup.com/product/cloud-computing-9780199477388?searchbox_input=9780199477388,
,CYBER FORENSICS,DEJEY,CSE,2020,1,9780199489442,OUP,9,,785,https://india.oup.com/product/cyber-forensics-9780199489442?searchbox_input=9780199489442,
,FUNDAMENTALS OF COMPUTERS 2E,THAREJA,CSE,2020,2,9780199499274,OUP,9,,415,https://india.oup.com/product/fundamentals-of-computers-9780199499274?searchbox_input=9780199499274,
,GETTING STARTED WITH MATLAB 7E,RUDRA PRATAP,CSE,2020,7,9780190091972,OUP,9,,595,https://india.oup.com/product/getting-started-with-matlab-9780190091972?searchbox_input=9780190091972,
,"MOBILE COMPUTING, 3E",RAJKAMAL,CSE,2020,3,9780199455416,OUP,9,,735,https://india.oup.com/product/mobile-computing-9780199455416?searchbox_input=9780199455416,
,PROGRAMMING IN JAVA REVISED 2E,MALHOTRA ,CSE,2020,2,9780199484140,OUP,9,,790,https://india.oup.com/product/programming-in-java-9780199484140?searchbox_input=9780199484140,
,A Glance over Android with Kotlin,Swati Saxena,CSE,2020,Latest,9789386173812,Khanna,9,,295,Weblink,
,Beginners Guide for Data Analysis using R Programming (AICTE RECOMMENDED TITLE),Jeeva Jose,CSE,2020,Latest,9789386173454,Khanna,9,,399,Weblink,
,Big Data & Hadoop (AICTE RECOMMENDED TITLE),V.K. Jain,CSE,2020,Latest,9789382609131,Khanna,9,,499,Weblink,
,Block Chain & Crypto Currencies (AICTE RECOMMENDED TITLE),Anshul Kaushik,CSE,2020,Latest,9789386173720,Khanna,9,,125,Weblink,
,Information Security & Cyber Laws (AICTE RECOMMENDED TITLE),"Gaurav Gupta, Sarika Gupta",CSE,2020,Latest,9789381068243,Khanna,9,,399,Weblink,
,Machine Learning (AICTE RECOMMENDED TITLE),V.K. Jain,CSE,2020,Latest,9789386173669,Khanna,9,,399,Weblink,
,Operating System Concepts (AICTE RECOMMENDED TITLE),Ekta Walia,CSE,2020,Latest,9789380016658,Khanna,9,,330,Weblink,
,Professional Ethics and Human Values (AICTE RECOMMENDED TITLE),Premvir Kapoor,CSE,2020,Latest,9789386173652,Khanna,9,,199,Weblink,
,Programming in Python,R.S. Salaria,CSE,2020,Latest,9789389139013,Khanna,9,,350,Weblink,
,"Data Analytics with Spark Using Python, 1/e",Aven,CSE,2020,1,9789353068455,Pearson,9,,429,https://pearsoned.co.in/prc/advanced-search,
,"Fundamentals Of Digital Marketing, 2e
",Bhatia,CSE,2020,2,9789353435141,Pearson,9,,549,https://pearsoned.co.in/prc/advanced-search,
,"Database Systems: A Practical Approach to Design, Implementation, and Management, 6e",Connolly,CSE,2020,6,9789353438913,Pearson,9,,999,https://pearsoned.co.in/prc/advanced-search,
,"Web Development and Design Foundations with HTML5, 9e",Felke-Morris,CSE,2020,9,9789353438821,Pearson,9,,799,https://pearsoned.co.in/prc/advanced-search,
,Programming Skills For Data Science,Freeman,CSE,2020,1,9789389552928,Pearson,9,,549,https://pearsoned.co.in/prc/advanced-search,
,Pragmatic AI: An Introduction to Cloud-Based Machine Learning,Gift,CSE,2020,1,9789389342451,Pearson,9,,399,https://pearsoned.co.in/prc/advanced-search,
,"Digital Marketing Analytics, 2/e",Hemann,CSE,2020,2,9789353430191,Pearson,9,,379,https://pearsoned.co.in/prc/advanced-search,
,"Computer Graphics, 3/e",Hughes,CSE,2020,3,9789353068967,Pearson,9,,949,https://pearsoned.co.in/prc/advanced-search,
,"Using MIS, 10/e",Kroenke,CSE,2020,10,9789353433802,Pearson,9,,785,https://pearsoned.co.in/prc/advanced-search,
,"Management Information Systems, 16e",Laudon,CSE,2020,16,9789389552447,Pearson,9,,799,https://pearsoned.co.in/prc/advanced-search,
,"Internal Security, 3e",M. Karthikeyan,CSE,2020,3,9789353437701,Pearson,9,,325,https://pearsoned.co.in/prc/advanced-search,
,"Big Data Simplified,1e",Mukherjee,CSE,2020,1,9789353435110,Pearson,9,,529,https://pearsoned.co.in/prc/advanced-search,
,"Investigating the Cyber Breach, 1/e",Muniz,CSE,2020,1,9789353068462,Pearson,9,,669,https://pearsoned.co.in/prc/advanced-search,
,"UNIX and Linux Handbook, 5e",Nemeth,CSE,2020,5,9789353062859,Pearson,9,,959,https://pearsoned.co.in/prc/advanced-search,
,Supercharged Python: Take Your Code to the Next Level,Overland,CSE,2020,1,9789389552935,Pearson,9,,800,https://pearsoned.co.in/prc/advanced-search,
,Internet of Things,Ramgir,CSE,2020,1,9789353438944,Pearson,9,,629,https://pearsoned.co.in/prc/advanced-search,
,"Concepts of Programming Languages, 11e",Sebesta,CSE,2020,11,9789353438890,Pearson,9,,650,https://pearsoned.co.in/prc/advanced-search,
,"Business Intelligence, Analytics, and Data Science, 4e",Sharda,CSE,2020,4,9789353067021,Pearson,9,,670,https://pearsoned.co.in/prc/advanced-search,
,"Computer Security: Principles and Practice, 4e",Stallings,CSE,2020,4,9789353438869,Pearson,9,,749,https://pearsoned.co.in/prc/advanced-search,
,Learning Amazon Web Services (AWS): A Hands-On Guide to the Fundamentals of AWS Cloud,Wilkins,CSE,2020,1,9789389552959,Pearson,9,,580,https://pearsoned.co.in/prc/advanced-search,
,CRYPTOGRAPHY AND INFORMATION SECURITY,PACHGHARE,CSE,2020,3,,PHI,9,,495,https://www.phindia.com/Books/BookDetail/9789389347104/cryptography-and-information-security-pachghare,
,The Practitioner's Guide to Graph Data: Applying Graph Thinking and Graph Technologies to Solve Complex Problems,Gosnell ,CSE,2020,,9788194435051,Shroff/O'Reilly,9,,1500,https://www.shroffpublishers.com/books/9788194435051/,
,TinyML: Machine Learning with TensorFlow Lite on Arduino and Ultra-Low-Power Microcontrollers,Warden,CSE,2020,,9789352139606,Shroff/O'Reilly ,9,,1500,https://www.shroffpublishers.com/books/9789352139606/,
,Software Engineering at Google: Lessons Learned from Programming Over Time,Winters,CSE,2020,,9789352139743,Shroff/O'Reilly,9,,2100,https://www.shroffpublishers.com/books/9789352139743/,
,Building Machine Learning Pipelines: Automating Model Life Cycles with TensorFlow ,Hapke ,CSE,2020,,9789385889004,Shroff/O'Reilly,9,,1425,https://www.shroffpublishers.com/books/9789385889004/,
,"Learning Spark: Lightning-Fast Data Analytics, Second Edition",Damji,CSE,2020,,9789385889059,Shroff/O'Reilly,9,,1400,https://www.shroffpublishers.com/books/9789385889059/,
,The Self-Service Data Roadmap: Democratize Data and Reduce Time to Insight,Dr. Uttamchandani,CSE,2020,,9789385889332,Shroff/O'Reilly,9,,1000,https://www.shroffpublishers.com/books/9789385889332/,
,Kubeflow for Machine Learning ,Grant,CSE,2020,,9789385889448,Shroff/O'Reilly,9,,975,https://www.shroffpublishers.com/books/9789385889448/,
,Reinforcement Learning: Industrial Applications of Intelligent Agents ,Winder,CSE,2020,,9789385889509,Shroff/O'Reilly,9,,1450,https://www.shroffpublishers.com/books/9789385889509/,
,Data Science for Modern Manufacturing: Global Trends - Big Data Analytics for the Industrial Internet of Things ,Chu,CSE,2020,,9789385889585,Shroff/O'Reilly,9,,225,https://www.shroffpublishers.com/books/9789385889585/,
,Data Science for Modern Manufacturing: Global Trends - Big Data Analytics for the Industrial Internet of Things ,Chu,CSE,2020,,9789385889585,Shroff/O'Reilly,9,,225,https://www.shroffpublishers.com/books/9789385889585/,
,Deep Learning for Coders with fastai and PyTorch: AI Applications Without a PhD,Howard,CSE,2020,,9789385889134,Shroff/O'Reilly,9,,1875,https://www.shroffpublishers.com/books/computer-science/artificial-intelligence/deep-learning/9789385889134/,
,Building Machine Learning Powered Applications: Going from Idea to Product,Ameisen,CSE,2020,,9789352139613,Shroff/O'Reilly,9,,900,https://www.shroffpublishers.com/books/computer-science/artificial-intelligence/machine-learning/9789352139613/,
,"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and MLOps",Lakshmanan,CSE,2020,,9789385889219,Shroff/O'Reilly,9,,1500,https://www.shroffpublishers.com/books/computer-science/artificial-intelligence/machine-learning/9789385889219/,
,Machine Learning and Data Science Blueprints for Finance: From Building Trading Strategies to Robo-Advisors Using Python,Tatsat,CSE,2020,,9789385889240,Shroff/O'Reilly,9,,1575,https://www.shroffpublishers.com/books/computer-science/artificial-intelligence/machine-learning/9789385889240/,
,Natural Language Processing with Spark NLP: Learning to Understand Text at Scale,Thomas,CSE,2020,,9789385889172,Shroff/O'Reilly,9,,1300,https://www.shroffpublishers.com/books/computer-science/artificial-intelligence/natural-language-processing/9789385889172/,
,Practical Natural Language Processing: A Comprehensive Guide to Building Real-World NLP Systems,Vajjala,CSE,2020,,9789385889189,Shroff/O'Reilly,9,,1775,https://www.shroffpublishers.com/books/computer-science/artificial-intelligence/natural-language-processing/9789385889189/,
,BIG DATA ANALYTICS,SUDHA SADASIVAM AND R. THIRUMAHAL,CSE,2020,1,9780199497225,OUP,9,,625,https://india.oup.com/product/big-data-analytics-9780199497225?searchbox_input=9780199497225,
,3D Printing and Design (AICTE RECOMMENDED TITLE),Sabrie Soloman ,CSE,2020,Latest,9789386173768,Khanna,9,,695,Weblink,
,3D Bioprinting Revolution,Sabrie Soloman,CSE,2020,Latest,9789389139082,Khanna,9,,1865,Weblink,
,A Classical Approach to Artificial Intelligence (AICTE RECOMMENDED TITLE),Munesh Chandra Trivedi,CSE,2020,Latest,9788190698894,Khanna,9,,425,Weblink,
,"Computer Concepts and Programming in C
 (AICTE RECOMMENDED TITLE)",R.S. Salaria,CSE,2020,Latest,9789386173782,Khanna,9,,399,Weblink,
,Computer Organization and Architecture,Ikvinderpal Singh,CSE,2020,Latest,9789381068311,Khanna,9,,425,Weblink,
,Computing Fundamentals and Programming in C (AICTE RECOMMENDED TITLE),Nasib Singh Gill,CSE,2020,Latest,9789381068502,Khanna,9,,495,Weblink,
,Cryptography and Network Security (AICTE RECOMMENDED TITLE),V.K. Jain,CSE,2020,Latest,9789380016801,Khanna,9,,425,Weblink,
,Data Mining & Warehousing (AICTE RECOMMENDED TITLE),Ikvinderpal Singh,CSE,2020,Latest,9789381068700,Khanna,9,,499,Weblink,
,Database Management System (AICTE RECOMMENDED TITLE),"R.P. Mahapatra, Govind Verma",CSE,2020,Latest,9789382609148,Khanna,9,,425,Weblink,
,Deep Learning (AICTE RECOMMENDED TITLE),Rajiv Chopra,CSE,2020,Latest,9789386173416,Khanna,9,,399,WEblink,
,Digital Image Processing (AICTE RECOMMENDED TITLE),Munesh Chandra Trivedi,CSE,2020,Latest,9789380016153,Khanna,9,,425,Weblink,
,Expert Data Structures with C (AICTE RECOMMENDED TITLE),R.B. Patel,CSE,2021,Latest,9789386173690,Khanna,9,,499,Weblink,
,Introduction to Machine Learning,Jeeva Jose,CSE,2021,Latest,9789389139068,Khanna,9,,195,Weblink,
,Machine Learning (AICTE RECOMMENDED TITLE),Rajiv Chopra,CSE,2021,Latest,9789386173423,Khanna,9,,399,Weblink,
,"Problem Solving and Programming in C
 (AICTE RECOMMENDED TITLE)",R.S. Salaria,CSE,2021,Latest,9789382609490,Khanna,9,,399,Weblink,
,Robotics and Process Automation (AICTE RECOMMENDED TITLE),S. Muhkerjee,CSE,2021,Latest,9789386173751,Khanna,9,,499,Weblink,
,Software Engineering (AICTE RECOMMENDED TITLE),Nasib Singh Gill,CSE,2021,Latest,9788190611633,Khanna,9,,425,Weblink,
,"Theory of Computation (With Formal Languages)
 (AICTE RECOMMENDED TITLE)","R.B. Patel, Prem Nath",CSE,2021,Latest,9789380016528,Khanna,9,,399,Weblink,
,Cracking IT Interviews,R.S. Salaria,CSE,2021,Latest,9789382609964,Khanna,9,,399,Weblink,
,Blockchain for Business,Arun,CSE,2021,1,9789389588880,Pearson,9,,399,https://pearsoned.co.in/prc/advanced-search,
,"JavaScript in 24 Hours, Sams Teach Yourself, 7e",Ballard,CSE,2021,7,9789389552942,Pearson,9,,609,https://pearsoned.co.in/prc/advanced-search,
,"Objects First with Java: A Practical Introduction Using BlueJ, 6e",Barnes,CSE,2021,6,9789389552300,Pearson,9,,899,https://pearsoned.co.in/prc/advanced-search,
,"Business Analysis with Microsoft Excel, 5e",Carlberg,CSE,2021,5,9789353433857,Pearson,9,,789,https://pearsoned.co.in/prc/advanced-search,
,"Learn Adobe Illustrator CC for Graphic Design and Illustration: Adobe Certified Associate Exam Preparation, 2e",Chelius,CSE,2021,2,9789389552393,Pearson,9,,399,https://pearsoned.co.in/prc/advanced-search,
,Introduction to Networks v6 Companion Guide,Cisco Networking Academy,CSE,2021,1,9789353941901,Pearson,9,,649,https://pearsoned.co.in/prc/advanced-search,
,"IT Essentials Companion Guide v6, 6e",Cisco Networking Academy,CSE,2021,6,9789353941864,Pearson,9,,969,https://pearsoned.co.in/prc/advanced-search,
,"Microsoft Power Bi Dashboards Step By Step, 1e",Connor,CSE,2021,1,9789353944933,Pearson,9,,499,https://pearsoned.co.in/prc/advanced-search,
,Python for Programmers,Deitel,CSE,2021,1,9789353947989,Pearson,9,,649,https://pearsoned.co.in/prc/advanced-search,
,"Learn Adobe Premiere Pro CC for Video Communication: Adobe Certified Associate Exam Preparation, 2e",Dockery,CSE,2021,2,9789389552027,Pearson,9,,479,https://pearsoned.co.in/prc/advanced-search,
,"Learn Adobe Dreamweaver CC for Web Authoring: Adobe Certified Associate Exam Preparation, 2e",DuBois,CSE,2021,2,9789389552409,Pearson,9,,459,https://pearsoned.co.in/prc/advanced-search,
,"Network Defense and Countermeasures: Principles and Practices, 3e",Easttom,CSE,2021,3,9789389552881,Pearson,9,,739,https://pearsoned.co.in/prc/advanced-search,
