id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,Digital Forensics Explained,,CSE,2021,2nd,9780367503437,CRC Press,5,48.99,4993.550700000001,www.routledge.com/CRC Press,
,Project Management Maturity Model,CRAWFORD,CSE,2021,4th,9780367654542,Auerbach,5,38.99,3974.250700000001,www.routledge.com/Auerbach,
,Game Design Deep Dive,BYCER,CSE,2021,1st,9780367638191,CRC Press,5,38.5,3924.305,www.routledge.com/CRC Press,
,Leading Virtual Project Teams,LEE,CSE,2021,2nd,9780367635954,Auerbach,5,41.99,4280.0407,www.routledge.com/Auerbach,
,Principles and Practices of Transportation Planning and Engineering,TANG,CSE,2021,1st,9780367714741,CRC Press,5,68.99,7032.1507,www.routledge.com/CRC Press,
,"Blockchain, Internet of Things, and Artificial Intelligence",,CSE,2021,1st,9780367371531,Chapman & Hall,5,140,14270.2,www.routledge.com/Chapman & Hall,
,Computational Systems Biology Approaches in Cancer Research,,CSE,2021,1st,9780367776664,Chapman & Hall,5,42.99,4381.970700000001,www.routledge.com/Chapman & Hall,
,A Holistic Approach to Lessons Learned,LEVY,CSE,2021,1st,9780367636197,Auerbach,5,42.99,4381.970700000001,www.routledge.com/Auerbach,
,Android App-Hook and Plug-In Technology,BAO,CSE,2021,1st,9780367779221,CRC Press,5,42.99,4381.970700000001,www.routledge.com/CRC Press,
,Computational Biology,BLOSSEY,CSE,2021,2nd,9780367779740,CRC Press,5,42.99,4381.970700000001,www.routledge.com/CRC Press,
,"Essential Computer Graphics Techniques for Modeling, Animating, and Rendering Biomolecules and Cells",LUCIANO,CSE,2021,1st,9780367780319,AK Peters/CRC,5,42.99,4381.970700000001,www.routledge.com/AK Peters/CRC,
,Introduction to Computer Graphics with OpenGL ES,HAN,CSE,2021,1st,9780367781187,CRC Press,5,42.99,4381.970700000001,www.routledge.com/CRC Press,
,Why Don't We Defend Better?,SLOAN,CSE,2021,1st,9780367787912,CRC Press,5,16.99,1731.7907,www.routledge.com/CRC Press,
,Sustainability in Project Management,BRZOZOWSKA,CSE,2021,1st,9780367518745,CRC Press,5,74.99,7643.7307,www.routledge.com/CRC Press,
,C# Game Programming Cookbook for Unity 3D,MURRAY,CSE,2021,2nd,9780367321642,CRC Press,5,52.99,5401.270700000001,www.routledge.com/CRC Press,
,Statistical Trend Analysis of Physically Unclonable Functions,ZOLFAGHARI,CSE,2021,1st,9780367754556,CRC Press,5,44.99,4585.8307,www.routledge.com/CRC Press,
,Modern Cryptography with Proof Techniques and Implementations,OUN HWANG,CSE,2021,1st,9781138584082,CRC Press,5,74.99,7643.7307,www.routledge.com/CRC Press,
,Artificial Intelligence and Data Mining for Mergers and Acquisitions,CHANDA,CSE,2021,1st,9781138354739,Chapman & Hall,5,120,12231.6,www.routledge.com/Chapman & Hall,
,Cybersecurity in the COVID-19 Pandemic,OKEREAFOR,CSE,2021,1st,9780367610913,CRC Press,5,44.99,4585.8307,www.routledge.com/CRC Press,
,Artificial Intelligence and Global Society,,CSE,2021,1st,9780367439439,Chapman & Hall,5,120,12231.6,www.routledge.com/Chapman & Hall,
,Secure Searchable Encryption and Data Management,GUPTA,CSE,2021,1st,9780367619671,CRC Press,5,44.99,4585.8307,www.routledge.com/CRC Press,
,3ds Max Basics for Modeling Video Game Assets,CULBERTSON,CSE,2021,1st,9780367707804,CRC Press,5,52.99,5401.270700000001,www.routledge.com/CRC Press,
,Cloud Computing,MANVI,CSE,2021,1st,9780367554613,CRC Press,5,42.99,4381.970700000001,www.routledge.com/CRC Press,
,An Introduction to IoT Analytics,PERROS,CSE,2021,1st,9780367686314,Chapman & Hall,5,42.99,4381.970700000001,www.routledge.com/Chapman & Hall,
,Cybersecurity Lessons from CoVID-19,SLADE,CSE,2021,1st,9780367682699,CRC Press,5,44.99,4585.8307,www.routledge.com/CRC Press,
,Distributed Denial of Service (DDoS) Attacks,GUPTA,CSE,2021,1st,9780367619749,CRC Press,5,44.99,4585.8307,www.routledge.com/CRC Press,
,Data Sketches,BREMER,CSE,2021,1st,9780367000127,AK Peters/CRC,5,99.99,10191.9807,www.routledge.com/AK Peters/CRC,
,Online Social Networks Security,GUPTA,CSE,2021,1st,9780367619794,CRC Press,5,44.99,4585.8307,www.routledge.com/CRC Press,
,Practical AI for Cybersecurity,DAS,CSE,2021,1st,9780367437152,Auerbach,5,44.99,4585.8307,www.routledge.com/Auerbach,
,Real-World Software Projects for Computer Science and Engineering Students,GUPTA,CSE,2021,1st,9780367635985,CRC Press,5,53.99,5503.2007,www.routledge.com/CRC Press,
,The Essential Guide to the Business & Law of Esports & Professional Video Gaming,JACOBSON,CSE,2021,1st,9780367675127,CRC Press,5,42.99,4381.970700000001,www.routledge.com/CRC Press,
,An Essential Introduction to Maya Character Rigging,BRIGGS,CSE,2021,2nd,9781138777989,CRC Press,5,38.99,3974.250700000001,www.routledge.com/CRC Press,
,AI for Immunology,CATANIA,CSE,2021,1st,9780367654658,CRC Press,5,14.99,1527.9307,www.routledge.com/CRC Press,
,Healthcare Informatics,KUDYBA,CSE,2021,1st,9780367184858,Auerbach,5,59.99,6114.7807,www.routledge.com/Auerbach,
,"Timing for Animation, 40th Anniversary Edition",WHITAKER,CSE,2021,3rd,9780367527754,CRC Press,5,42.99,4381.970700000001,www.routledge.com/CRC Press,
,Search Engine Optimization and Marketing,DAS,CSE,2021,1st,9780367278786,Chapman & Hall,5,99.99,10191.9807,www.routledge.com/Chapman & Hall,
,Artificial Intelligence Techniques in IoT Sensor Networks,,CSE,2021,1st,9780367439255,Chapman & Hall,5,99.99,10191.9807,www.routledge.com/Chapman & Hall,
,Augmented Intelligence,HURWITZ,CSE,2021,1st,9780367687878,Auerbach,5,26.99,2751.0907,www.routledge.com/Auerbach,
,Object-Oriented Design Choices,DINGLE,CSE,2021,1st,9780367820183,Chapman & Hall,5,52.99,5401.270700000001,www.routledge.com/Chapman & Hall,
,"Data Analytics in Marketing, Entrepreneurship, and Innovation",,CSE,2021,1st,9780367184834,Auerbach,5,89.99,9172.6807,www.routledge.com/Auerbach,
,Managing Security Services in Heterogenous Networks,JEYANTHI,CSE,2020,1st,9780367457341,CRC Press,5,58.99,6012.850700000001,www.routledge.com/CRC Press,
,"Safety, Security, and Reliability of Robotic Systems",,CSE,2020,1st,9780367339463,CRC Press,5,84.99,8663.0307,www.routledge.com/CRC Press,
,Security and Organization within IoT and Smart Cities,,CSE,2020,1st,9780367893330,CRC Press,5,59.99,6114.7807,www.routledge.com/CRC Press,
,"Creating Games with Unity, Substance Painter, & Maya",LI,CSE,2020,1st,9780367506018,CRC Press,5,52.99,5401.270700000001,www.routledge.com/CRC Press,
,"Creating Games with Unreal Engine, Substance Painter, & Maya",AREVALO,CSE,2020,1st,9780367512637,CRC Press,5,52.99,5401.270700000001,www.routledge.com/CRC Press,
,Software Design,BUDGEN,CSE,2020,3rd,9781138196612,Chapman & Hall,5,44.99,4585.8307,www.routledge.com/Chapman & Hall,
,"UAV Swarm Networks: Models, Protocols, and Systems",,CSE,2020,1st,9780367457396,CRC Press,5,84.99,8663.0307,www.routledge.com/CRC Press,
,Innovative Smart Healthcare and Bio-Medical Systems,,CSE,2020,1st,9780367490614,CRC Press,5,110,11212.3,www.routledge.com/CRC Press,
,"AI for Games, Third Edition",MILLINGTON,CSE,2020,3rd,9780367670566,CRC Press,5,42.99,4381.970700000001,www.routledge.com/CRC Press,
,Client-Centered Software Development,TUCKER,CSE,2020,1st,9780367728113,Chapman & Hall,5,42.99,4381.970700000001,www.routledge.com/Chapman & Hall,
,Contemporary High Performance Computing,,CSE,2020,1st,9780367729547,CRC Press,5,42.99,4381.970700000001,www.routledge.com/CRC Press,
,Content-Based Image Classification,DAS,CSE,2020,1st,9780367371609,Chapman & Hall,5,89.99,9172.6807,www.routledge.com/Chapman & Hall,
,Data Science for Wind Energy,DING,CSE,2020,1st,9780367729097,Chapman & Hall,5,42.99,4381.970700000001,www.routledge.com/Chapman & Hall,
,Game Production,ENGELSTEIN,CSE,2020,1st,9780367527747,CRC Press,5,42.99,4381.970700000001,www.routledge.com/CRC Press,
,Human-Robot Interaction,,CSE,2020,1st,9780367730222,Chapman & Hall,5,42.99,4381.970700000001,www.routledge.com/Chapman & Hall,
,Toward Solving Complex Human Problems,WHITE,CSE,2020,1st,9780367638481,CRC Press,5,49.99,5095.480700000001,www.routledge.com/CRC Press,
,Games as Texts,COLE,CSE,2020,1st,9780367354282,CRC Press,5,44.99,4585.8307,www.routledge.com/CRC Press,
,Programming Media Art Using Processing,NOBLE,CSE,2020,1st,9780367508289,Chapman & Hall,5,44.99,4585.8307,www.routledge.com/Chapman & Hall,
,"Recent Advances in Security, Privacy, and Trust for Internet of Things (IoT) and Cyber-Physical Systems (CPS)",,CSE,2020,1st,9780367220655,Chapman & Hall,5,115,11721.95,www.routledge.com/Chapman & Hall,
,Wharfie Animator,BANNAH,CSE,2020,1st,9780367639587,CRC Press,5,18.99,1935.6507,www.routledge.com/CRC Press,
,Security and Privacy in the Internet of Things,,CSE,2020,1st,9780367859947,Chapman & Hall,5,110,11212.3,www.routledge.com/Chapman & Hall,
,Software Engineering Practice,HILBURN,CSE,2020,1st,9780367688646,Chapman & Hall,5,59.99,6114.7807,www.routledge.com/Chapman & Hall,
,Crypto Wars,JARVIS,CSE,2020,1st,9780367642488,CRC Press,5,26.99,2751.0907,www.routledge.com/CRC Press,
,Introduction to Industrial Internet of Things and Industry 4.0,MISRA,CSE,2020,1st,9780367897581,CRC Press,5,68.99,7032.1507,www.routledge.com/CRC Press,
,Consumer Health Informatics,SMITH,CSE,2020,1st,9781138337459,Chapman & Hall,5,59.99,6114.7807,www.routledge.com/Chapman & Hall,
,Towards Smart World,,CSE,2020,1st,9780367521608,Chapman & Hall,5,130,13250.9,www.routledge.com/Chapman & Hall,
,AI-Powered IoT for COVID-19,AL-TURJMAN,CSE,2020,1st,9780367566746,CRC Press,5,74.99,7643.7307,www.routledge.com/CRC Press,
,Advanced Digital Image Processing and Its Applications in Big Data,DUMKA,CSE,2020,1st,9780367367688,CRC Press,5,74.99,7643.7307,www.routledge.com/CRC Press,
,Cybersecurity for Everyone,SKILLICORN,CSE,2020,1st,9780367642785,CRC Press,5,44.99,4585.8307,www.routledge.com/CRC Press,
,Understanding Artificial Intelligence,SABOURET,CSE,2020,1st,9780367524357,Chapman & Hall,5,29.99,3056.8807,www.routledge.com/Chapman & Hall,
,2D Game Development with Unity,LANZINGER,CSE,2020,1st,9780367349073,CRC Press,5,52.99,5401.270700000001,www.routledge.com/CRC Press,
,Machine Learning for Healthcare,,CSE,2020,1st,9780367352332,Chapman & Hall,5,105,10702.65,www.routledge.com/Chapman & Hall,
,Smart Cyber Physical Systems,,CSE,2020,1st,9780367337889,Chapman & Hall,5,115,11721.95,www.routledge.com/Chapman & Hall,
,The Internet of Materials,,CSE,2020,1st,9780367457389,CRC Press,5,99.99,10191.9807,www.routledge.com/CRC Press,
,Green Computing and Predictive Analytics for Healthcare,,CSE,2020,1st,9780367322007,Chapman & Hall,5,105,10702.65,www.routledge.com/Chapman & Hall,
,C++ Template Metaprogramming in Practice,WEI,CSE,2020,1st,9780367609566,Auerbach,5,99.99,10191.9807,www.routledge.com/Auerbach,
,Enhancing Business Continuity and IT Capability,BAJGORI,CSE,2020,1st,9780367616984,Auerbach,5,89.99,9172.6807,www.routledge.com/Auerbach,
,Pattern Language for Game Design,BARNEY,CSE,2020,1st,9780367367725,CRC Press,5,52.99,5401.270700000001,www.routledge.com/CRC Press,
,Understanding Semantics-Based Decision Support,JAIN,CSE,2020,1st,9780367443139,Chapman & Hall,5,74.99,7643.7307,www.routledge.com/Chapman & Hall,
,Anyone Can Code,ARYA,CSE,2020,1st,9780367199692,Chapman & Hall,5,52.99,5401.270700000001,www.routledge.com/Chapman & Hall,
,Handbook on Networked Multipoint Multimedia Conferencing and Multistream Immersive Telepresence using SIP,RANJAN ROY,CSE,2020,1st,9780367565800,CRC Press,5,170,17328.1,www.routledge.com/CRC Press,
,Data Plane Development Kit (DPDK),,CSE,2020,1st,9780367373955,CRC Press,5,44.99,4585.8307,www.routledge.com/CRC Press,
,Component-Based Software Engineering,TIWARI,CSE,2020,1st,9780367354886,Chapman & Hall,5,100,10193.0,www.routledge.com/Chapman & Hall,
,Information Security and Optimization,,CSE,2020,1st,9780367493455,Chapman & Hall,5,105,10702.65,www.routledge.com/Chapman & Hall,
,The Business of Pandemics,,CSE,2020,1st,9780367557423,Auerbach,5,59.99,6114.7807,www.routledge.com/Auerbach,
,The Craft and Science of Game Design,O'CONNOR,CSE,2020,1st,9780367556532,CRC Press,5,42.99,4381.970700000001,www.routledge.com/CRC Press,
,Business Intelligence and Big Data,OLSZAK,CSE,2020,1st,9780367373948,Auerbach,5,74.99,7643.7307,www.routledge.com/Auerbach,
,Applications of Cloud Computing,SHARMA,CSE,2020,1st,9780367904128,Chapman & Hall,5,99.99,10191.9807,www.routledge.com/Chapman & Hall,
,The Design and Implementation of the RT-Thread Operating System,YI,CSE,2020,1st,9780367554866,Auerbach,5,74.99,7643.7307,www.routledge.com/Auerbach,
,A Tour of Data Science,ZHANG,CSE,2020,1st,9780367895860,Chapman & Hall,5,44.99,4585.8307,www.routledge.com/Chapman & Hall,
,Cloud VR,XIONG,CSE,2020,1st,9780367491673,CRC Press,5,105,10702.65,www.routledge.com/CRC Press,
,Cloud Computing Security,,CSE,2020,2nd,9780367560331,CRC Press,5,59.99,6114.7807,www.routledge.com/CRC Press,
,Internet of Things and Secure Smart Environments,,CSE,2020,1st,9780367266394,Chapman & Hall,5,99.99,10191.9807,www.routledge.com/Chapman & Hall,
,AI Meets BI,BULUSU,CSE,2020,1st,9780367643812,Auerbach,5,38.99,3974.250700000001,www.routledge.com/Auerbach,
,A Moving Subject,BENDAZZI,CSE,2020,1st,9780367566890,CRC Press,5,46.99,4789.6907,www.routledge.com/CRC Press,
,Michael Dudok de Wit,RUZIC,CSE,2020,1st,9781138367289,CRC Press,5,44.99,4585.8307,www.routledge.com/CRC Press,
,Visualizing with Text,BRATH,CSE,2020,1st,9780367259266,AK Peters/CRC,5,44.99,4585.8307,www.routledge.com/AK Peters/CRC,
,Managing Competences,,CSE,2020,1st,9780367488925,Taylor & Franci,5,99.99,10191.9807,www.routledge.com/Taylor & Franci,
,Computer Organisation and Architecture,CHAKRABORTY,CSE,2020,1st,9780367255732,Chapman & Hall,5,190,19366.7,www.routledge.com/Chapman & Hall,
,Discovering Computer Science,HAVILL,CSE,2020,2nd,9780367472498,Chapman & Hall,5,68.99,7032.1507,www.routledge.com/Chapman & Hall,
,Cloud Network Management,,CSE,2020,1st,9780367256050,Chapman & Hall,5,105,10702.65,www.routledge.com/Chapman & Hall,
,Mathematics and Programming for Machine Learning with R,CLASTER,CSE,2020,1st,9780367507855,CRC Press,5,44.99,4585.8307,www.routledge.com/CRC Press,
,Computational Science and its Applications,,CSE,2020,1st,9780367256234,Chapman & Hall,5,140,14270.2,www.routledge.com/Chapman & Hall,
