id,title,author,subject,year_of_publication,edition,ISBN,publisher,seller,price_foreign_currency,price_indian_currency,link,medium
,Advances of DNA Computing in Cryptography,"Namasudra,S.",CSE,2019,,9780815385325,CRC PRESS,2,110.00,11759.00,https://www.routledge.com/Advances-of-DNA-Computing-in-Cryptography/Namasudra-Deka/p/book/9780815385325,
,Algorithms -in 8 Vols.,CRC,CSE,2020,,9780367899127,CRC PRESS,2,950.00,101555.00,https://www.routledge.com/Library-Edition-Algorithms-8-Volume-Set/author/p/book/9780367899127,
,An Integrated Approach to Artificial Intelligence,Mick Benson,CSE,2018,,9781632406460,Clanrye International,2,152.95,"11,914.81",https://www.clanryeinternational.com/book/229,
,An Interdisciplinary Approach to Computer Science and Technology,Tom Halt,CSE,2018,,9781632407009,Clanrye International,2,148.95,"11,603.21",https://www.clanryeinternational.com/book/231,
,An Introduction to Numerical Methods Using MATLAB,"Ansari,K.A.",CSE,2018,,9781630572457,CRC PRESS,2,55.00,5879.50,https://www.routledge.com/An-Introduction-to-Numerical-Methods-Using-MATLAB/Ansari-Dichone/p/book/9781630572457,
,Analytic Methods of Systems and Software Testing,Neha Kaul,CSE,2021,,9781774078068,Arcler Press,2,155.00,"12,074.50",https://www.societypublishing.com/book/social-sciences/psychotherapy-spirituality.html,
,"Analytics, Data Science, & Artificial Intelligence",Hailey Tyrel,CSE,2021,,9781645340287,AcademiQ Infomedia LLC,2,164.99,"12,852.72",https://academiqinfo.com/product/analytics-data-science-artificial-intelligence/,
,Animation,Lucina Frey,CSE,2021,,9781642247725,Excelic Press,2,150.00,"11,685.00",https://www.excelicpress.com/product/animation/,
,Applications and Autonomous Control of Reliable Internet Services ,Margarita Marchal,CSE,2021,,9781682517895,Intelliz Press,2,145.00,"11,295.50",https://www.arclerpress.com/book/agriculture-and-life-sciences/plant-stress-physiology.html,
,Applications of Computer Science and Technology in Different Fields,Adele Kuzmiakova,CSE,2021,,9781774077436,Arcler Press,2,95.00,"7,400.50",https://www.societypublishing.com/book/business-and-management/service-operations-management.html,
,Applied Cryptography for Cyber Security,Mikel Borras  ,CSE,2021,,9781682517444,Intelliz Press,2,160.00,"12,464.00",https://www.arclerpress.com/book/mathematics-and-statistics/methods-of-matrix-algebra.html,
,Applied Systems Analysis,"Taraasenko,F.P.",CSE,2021,,9780367472399,CRC PRESS,2,100.00,10690.00,https://www.routledge.com/Applied-Systems-Analysis-Science-and-Art-of-Solving-Real-Life-Problems/Tarasenko/p/book/9780367472399,
,Architecture of Network Systems,L.K. Sieniawski,CSE,2020,,9781682516065,Intelliz Press LLC,2,170.00,"13,243.00",https://www.delvepublishing.com/book/law-and-crimonology/theoretical-criminology.html,
,Artificial Intelligence,Mia Williams,CSE,2020,,9781641723763,Larsen and Keller Education,2,140.00,"10,906.00",https://larsen-keller.com/book/11,
,Artificial Intelligence : An Introduction,"Jones,L.",CSE,2020,,9781682859438,Willford Press,2,151.00,"11,762.90",https://willfordpress.com/book/15,
,Artificial intelligence and its Applications,"Ivan Stanimirović, ",CSE,2021,,9781774076880,Arcler Press,2,155.00,"12,074.50",https://www.societypublishing.com/book/library-science/evaluation-and-library-decision-making.html,
,Artificial Intelligence and the Environmental Crisis,SKENE,CSE,2020,,9780367436544,Routledge,2,24.99,2671.43,https://www.routledge.com/Artificial-Intelligence-and-the-Environmental-Crisis-Can-Technology-Really/Skene/p/book/9780367436544,
,Artificial Intelligence and the Law,"Baker,D.J.",CSE,2021,,9780367347970,Routledge,2,120.00,12828.00,https://www.routledge.com/Artificial-Intelligence-and-the-Law-Cybercrime-and-Criminal-Liability/Baker-Robinson/p/book/9780367347970,
,Artificial Intelligence Evolution Ethics & Public Policy,"Sarangi,S.",CSE,2019,,9781138625389,Routledge,2,29.99,3205.93,https://www.routledge.com/Artificial-Intelligence-Evolution-Ethics-and-Public-Policy/Sarangi-Sharma/p/book/9781138625389,
,Artificial Intelligence for Autonomous Networks,"Gilbert,M.",CSE,2019,,9780815355311,CRC PRESS,2,61.99,6626.73,https://www.routledge.com/Artificial-Intelligence-for-Autonomous-Networks/Gilbert/p/book/9780815355311,
,"Artificial Intelligence, Automation, and Robotics",Katarzyna Grondys,CSE,2021,,9781682517437,Intelliz Press,2,160.00,"12,464.00",https://www.arclerpress.com/book/mathematics-and-statistics/applied-and-numerical-methods.html,
,Artificial Intelligence: An Introduction,Lambert Jones,CSE,2020,,9781682859438,Willford Press,2,151.00,"11,762.90",https://willfordpress.com/book/15,
,Artificial Intelligence: Emerging Technologies,Mick Benson,CSE,2020,,9781632409720,Clanrye International,2,152.95,"11,914.81",https://www.clanryeinternational.com/book/15,
,Augmented Reality and Virtual Reality,R P Andersen,CSE,2020,,9781682516928,Intelliz Press LLC,2,150.00,"11,685.00",http://www.magnumpublishing.net/index.php?route=product/product&product_id=707&search=9781682507087,
,Automata Theory and Logic,Gerard Prudhomme,CSE,2018,,9781773612713,Arcler Press,2,110.00,"8,569.00",https://www.3ge-learning.com/book/vocational/visual_graphic_design_advanced_3rd_edition_book_with_dvd.html,
,Automated Problem Solving and Decision Making: Key Trends,C. R. Larsen,CSE,2021,,9781682517888,Intelliz Press,2,145.00,"11,295.50",https://www.arclerpress.com/book/agriculture-and-life-sciences/principles-of-proteomics.html,
,A-Z of Digital Research Methods,DAWSON,CSE,2020,,9781138486799,Routledge,2,105.00,11224.50,https://www.routledge.com/A-Z-of-Digital-Research-Methods/Dawson/p/book/9781138486799,
,Basic Computer Coding: Responsive Design,3G Editorial Board,CSE,2019,,9781984622877,3G E-Learning LLC,2,170.00,"13,243.00",http://www.magnumpublishing.net/index.php?route=product/product&product_id=209&search=9781682501351,
,Basic Computer Coding: Ruby,3G Editorial Board,CSE,2019,,9781984622853,3G E-Learning LLC,2,170.00,"13,243.00",http://www.magnumpublishing.net/index.php?route=product/product&product_id=210&search=9781682501283,
,Basic Computer Coding: Visual Basic,3G Editorial Board,CSE,2019,,9781984622907,3G E-Learning LLC,2,170.00,"13,243.00",http://www.magnumpublishing.net/index.php?route=product/product&product_id=83&search=9781682501412,
,Beginners Guide To Binformatics For High Throughput Sequencing,"Lee,E.",CSE,2019,,9789813231665,WORLD SCIENTIFIC,2,58.00,"4,518.20",https://www.worldscientific.com/worldscibooks/10.1142/10720,
,Big Data,Routledge,CSE,2020,,9781138492783,Routledge,2,120.00,12828.00,https://www.routledge.com/Big-Data/Leclerc-Cale/p/book/9781138492783,
,Big Data Analytics & Computing for Digital forensic Investigations,"Satpathy,S.",CSE,2020,,9780367456788,CRC PRESS,2,69.99,7481.93,https://www.routledge.com/Big-Data-Analytics-and-Computing-for-Digital-Forensic-Investigations/Satpathy-Mohanty/p/book/9780367456788,
,Big Data Analytics In Future Power Systems,"Zobaa,A.F.",CSE,2019,,9781138095885,CRC PRESS,2,77.00,8231.30,https://www.routledge.com/Big-Data-Analytics-in-Future-Power-Systems/Zobaa-Bihl/p/book/9781138095885,
,Big Data and Computational Intelligence in Networking,Riley N. Jonathon,CSE,2019,,9781682515044,Intelliz Press LLC,2,90.00,"7,011.00",https://www.3ge-learning.com/book/hospitality-and-tourism/leisure_and_recreation_management_book_with_dvd.html,
,Big Data in the Arts & Humanities,"Schiuma,G. & Carlucci,D.",CSE,2018,,9781498765855,CRC PRESS,2,110.00,11759.00,https://www.routledge.com/Big-Data-in-the-Arts-and-Humanities-Theory-and-Practice/Schiuma-Carlucci/p/book/9781498765855,
,Bio-Intelligence Science,Zoran Gacovski,CSE,2018,,9781773610795,Arcler Press,2,85.00,"6,621.50",https://www.3ge-learning.com/book//foundation_of_special_and_inclusive_education.html,
,Biometrics Authentication methods,"Zoran Gacovski, European University, Skopje",CSE,2020,,9781774073490,Arcler Press,2,145.00,"11,295.50",https://www.arclerpress.com/book/hotel-and-tourism-management/hotel-management-and-operations2.html,
,Blockchain and Cryptocurrencies,"Tatjana Boshkov, O S Bolotaeva",CSE,2021,,9781642247039,Excelic Press,2,170.00,"13,243.00",https://www.excelicpress.com/product/blockchain-and-cryptocurrencies/,
,Blockchain Applications,Macey Vance,CSE,2021,,9781645340188,AcademiQ Infomedia LLC,2,154.99,"12,073.72",https://academiqinfo.com/product/blockchain-applications/,
,Blockchain technologies and Crypto-currencies,"Jovan Pehcevski, European University, Skopje",CSE,2020,,9781774073568,Arcler Press,2,145.00,"11,295.50",https://www.arclerpress.com/book/libraries/electronic-document-management-systems.html,
,Broadband and Mobile Communications Networks: Recent Advances ,K D Putnam,CSE,2020,,9781682516621,Intelliz Press LLC,2,150.00,"11,685.00",http://www.magnumpublishing.net/index.php?route=product/product&product_id=677&search=9781682506783,
,Business Data Processing,"Gerard Prudhomme, University College of London, UK",CSE,2019,,9781773614472,Arcler Press,2,150.00,"11,685.00",http://www.magnumpublishing.net/index.php?route=product/product&product_id=669&search=9781682506707,
,"Business process modeling, simulation and design","Laguna,M.",CSE,2019,,9781138061736,CRC PRESS,2,88.99,9513.03,https://www.routledge.com/Business-Process-Modeling-Simulation-and-Design/Laguna-Marklund/p/book/9781138061736,
,Business Value of Software,"Harris,M.D.S.",CSE,2019,,9781498782869,CRC PRESS,2,63.99,6840.53,https://www.routledge.com/The-Business-Value-of-Software/Harris/p/book/9781498782869,
,C++ Programming,"Dong,Z,Y.",CSE,2019,,9783110469431,DE GRUYTER,2,69.95,6386.44,https://www.degruyter.com/view/title/518360?rskey=qwLPdt&result=1,
,C++ Programming,Emily Jones,CSE,2020,,9781647260347,Clanrye International,2,152.95,"11,914.81",https://www.clanryeinternational.com/book/22,
,Client Centered Software Development,"Tucker,A.B.",CSE,2019,,9781138583849,CRC PRESS,2,74.99,8016.43,https://www.routledge.com/Client-Centered-Software-Development-The-CO-FOSS-Approach/Tucker/p/book/9781138583849,
,Cloud Computing: Concepts and Technology,Sam Revere,CSE,2020,,9781647260460,Clanrye International,2,145.95,"11,369.51",https://www.clanryeinternational.com/book/24,
,Cloud Cyber Security,"Bob Duncan, Andreas Happe",CSE,2021,,9781642247107,Excelic Press,2,180.00,"14,022.00",https://www.excelicpress.com/product/cloud-cyber-security/,
,Cognitive Computing and Big Data Analytics,Lucie Masocha,CSE,2021,,9781682517482,Intelliz Press,2,165.00,"12,853.50",https://www.arclerpress.com/book/engineering-and-computer-science/management-of-water-drainage-systems.html,
,Collecting & Exhibiting Computer - Based Technology : Expert Curation At The Museums Of The Smithsonian Institution,"Foti,P.",CSE,2019,,9780815369943,Routledge,2,115.00,12293.50,https://www.routledge.com/Collecting-and-Exhibiting-Computer-Based-Technology-Expert-Curation-at/Foti/p/book/9780815369943,
,Communication and Cyberspace,Débora Terrazas,CSE,2018,,9781681178462,Scitus Academics LLC,2,199.00,"15,502.10",https://www.scitusacademics.com/product/communication-and-cyberspace/,
,"Communication,Signal Processing & Information Technology","Derbel,F.",CSE,2018,,9783110468229,DE GRUYTER,2,59.95,5473.44,https://www.degruyter.com/view/title/518263?rskey=UZU538&result=1,
,Component-Based Systems,SETH,CSE,2021,,9780367441753,CRC Press,2,44.99,4809.43,https://www.routledge.com/Component-Based-Systems-Estimating-Efforts-Using-Soft-Computing-Techniques/Seth-Seth-Tripathi/p/book/9780367441753,
,Compositional Data Analysis in Practice,"Greenacre,M.",CSE,2019,,9781138316430,CRC PRESS,2,38.99,4168.03,https://www.routledge.com/Compositional-Data-Analysis-in-Practice/Greenacre/p/book/9781138316430,
,Computational Matter,"Stepney,S.",CSE,2018,,9783319658247,Springer,2,145.59,13292.37,https://www.springer.com/gp/book/9783319658247,
,Computational Methods for Data Analysis,"Karaca,Y. & Cattani,C.",CSE,2019,,9783110496352,DE GRUYTER,2,69.95,6386.44,https://www.degruyter.com/view/title/523204?rskey=gcBL4s&result=1,
,Computational Science,Kunwar Singh Vaisla,CSE,2021,,9781774077498,Arcler Press,2,95.00,"7,400.50",https://www.societypublishing.com/book/language-and-linguistics/technology-and-second-language-teaching-and-learning.html,
,Computer & Information Science in 21 Vols Set,CRC,CSE,2020,,9780367899400,CRC PRESS,2,2900.00,310010.00,https://www.routledge.com/Library-Edition-Computer-and-Information-Science-21-Volume-Set/author/p/book/9780367899400,
,Computer Aided Drawing and Drafting (Book with DVD),3G Editorial Board,CSE,2020,,9781984636850,3G E-Learning LLC,2,160.00,"12,464.00",https://www.delvepublishing.com/book/agriculture-and-life-sciences/rna-silencing-in-plants.html,
,Computer Algebra: Concepts & Techniques,"Lamagna,E.A.",CSE,2019,,9781138093140,CRC PRESS,2,74.95,8012.16,https://www.routledge.com/Computer-Algebra-Concepts-and-Techniques/Lamagna/p/book/9781138093140,
,"Computer Algorithms: Design, Analysis and Applications",Aaron Armstrong,CSE,2020,,9781632409256,Clanrye International,2,154.95,"12,070.61",https://www.clanryeinternational.com/book/27,
,Computer and Information Science: An Interdisciplinary Approach,Zoey Clark,CSE,2020,,9781682858974,Willford Press,2,151.00,"11,762.90",https://willfordpress.com/book/32,
,Computer Architecture,Ken Spiner,CSE,2020,,9781641724647,Larsen and Keller Education,2,152.00,"11,840.80",https://larsen-keller.com/book/26,
,Computer Architecture and Organization,3G Editorial Board,CSE,2020,,9781984638519,3G E-Learning LLC,2,160.00,"12,464.00",https://www.delvepublishing.com/book/engineering-and-technology/ab-initio-calculations-methods-and-applications.html,
,Computer Engineering,Henry Martin,CSE,2020,,9781641723817,Larsen and Keller Education,2,135.00,"10,516.50",https://larsen-keller.com/book/27,
,Computer Games: Development and Technology,Harrison Howard,CSE,2020,,9781632409461,Clanrye International,2,159.95,"12,460.11",https://www.clanryeinternational.com/book/28,
,Computer Graphics And Geometric Modeling,"Jongyong Kim, Laurent Bataille",CSE,2019,,9781642230000,Scitus Academics LLC,2,169.00,"13,165.10",https://www.scitusacademics.com/product/computer-graphics-and-geometric-modeling/,
,Computer Graphics in 8 Vols. Set,CRC,CSE,2020,,9780367899417,CRC PRESS,2,950.00,101555.00,https://www.routledge.com/Library-Edition-Computer-Graphics-8-Volume-Set/author/p/book/9780367899417,
,Computer Graphics: The Basics,Ruben Hawkins ,CSE,2020,,9781647260477,Clanrye International,2,159.95,"12,460.11",https://www.clanryeinternational.com/book/29,
,Computer Holography: Acceleration Algorithms & Hardware Implementations,"Shimobaba,T.",CSE,2019,,9781482240498,CRC PRESS,2,130.00,13897.00,https://www.routledge.com/Computer-Holography-Acceleration-Algorithms-and-Hardware-Implementations/Shimobaba-Ito/p/book/9781482240498,
,Computer Modeling & Simulation in 11 Vols. Set,CRC,CSE,2020,,9780367899424,CRC PRESS,2,1550.00,165695.00,https://www.routledge.com/Library-Edition-Computer-Modeling--Simulation-11-Volume-Set/author/p/book/9780367899424,
,Computer Networking and Communication Systems,Connor Butler,CSE,2020,,9781632409485,Clanrye International,2,150.95,"11,759.01",https://www.clanryeinternational.com/book/30,
,Computer Networking: An Innovative Approach,Henry Martin,CSE,2020,,9781647260309,Clanrye International,2,145.95,"11,369.51",https://www.clanryeinternational.com/book/31,
,Computer Networking: Principles and Practice,Paxton Byrne,CSE,2020,,9781682859445,Willford Press,2,157.00,"12,230.30",https://willfordpress.com/book/34,
,Computer Networks and Communications,Adele Kuzmiakova,CSE,2021,,9781774077467,Arcler Press,2,155.00,"12,074.50",https://www.societypublishing.com/book/law/research-methods-in-criminal-justice-and-criminology.html,
,Computer Networks and Communications,Lewis Price,CSE,2020,,9781682857663,Willford Press,2,146.00,"11,373.40",https://willfordpress.com/book/35,
,Computer Networks and Security,3G Editorial Board,CSE,2020,,9781984638496,3G E-Learning LLC,2,160.00,"12,464.00",https://www.delvepublishing.com/book/agriculture-and-life-sciences/molecular-dynamics-simulations.html,
,Computer Networks in 14 Vols Set,CRC,CSE,2020,,9780367899431,CRC PRESS,2,1500.00,160350.00,https://www.routledge.com/Library-Edition-Computer-Networks-14-Volume-Set/author/p/book/9780367899431,
,Computer Networks: Design and Implementation,Akira Hanako,CSE,2018,,9781682854761,Willford Press,2,153.00,"11,918.70",https://willfordpress.com/book/325,
,Computer Organisation & Architecture,"Chakraborty,P.",CSE,2021,,9780367255732,CRC PRESS,2,190.00,20311.00,https://www.routledge.com/Computer-Organisation-and-Architecture-Evolutionary-Concepts-Principles/Chakraborty/p/book/9780367255732,
,Computer Programming for Beginners: A Step-By-Step Guide,"Chemuturi,M.",CSE,2019,,9781138320482,T&F/CRC,2,46.99,5023.23,https://www.routledge.com/Computer-Programming-for-Beginners-A-Step-By-Step-Guide/Chemuturi/p/book/9781138320482,
,Computer Programming in 18 Vols Set,CRC,CSE,2020,,9780367899448,CRC PRESS,2,2000.00,213800.00,https://www.routledge.com/Library-Edition-Computer-Programming-18-Volume-Set/author/p/book/9780367899448,
,Computer Programming Languages,Gordon Hurley,CSE,2020,,9781682859452,Willford Press,2,155.00,"12,074.50",https://willfordpress.com/book/36,
,Computer Science & Engineering in 20 Vols Set,CRC,CSE,2020,,9780367899455,CRC PRESS,2,2450.00,261905.00,https://www.routledge.com/Library-Edition-Computer-Science--Engineering-20-Volume-Set/author/p/book/9780367899455,
,Computer Science And Applications,"Etuh E, Mengmeng Zhu",CSE,2019,,9781642230017,Scitus Academics LLC,2,189.00,"14,723.10",https://www.scitusacademics.com/product/computer-science-and-applications/,
,Computer Science and Engineering,Robert Henderson,CSE,2020,,9781632409515,Clanrye International,2,145.95,"11,369.51",https://www.clanryeinternational.com/book/32,
,Computer Science and Engineering: An Integrated Approach,Bella Cunningham,CSE,2020,,9781682857717,Willford Press,2,145.00,"11,295.50",https://willfordpress.com/book/37,
,Computer Science and Multimedia Technologies,Kunwar Singh Vaisla,CSE,2021,,9781774077450,Arcler Press,2,155.00,"12,074.50",https://www.societypublishing.com/book/business-and-management/corporate-challenge-and-sustainability-in-the-21st-century.html,
,Computer Science and Technology in Schools,Adele Kuzmiakova,CSE,2021,,9781774077412,Arcler Press,2,155.00,"12,074.50",https://www.societypublishing.com/book/social-sciences/digital-technologies-for-agricultural-and-rural-development.html,
,Computer Science and Web Technologies,Adele Kuzmiakova,CSE,2021,,9781774077474,Arcler Press,2,155.00,"12,074.50",https://www.societypublishing.com/book/law/cultural-criminology.html,
,"Computer Science, Algorithms and Complexity",Adele Kuzmiakova,CSE,2021,,9781774077481,Arcler Press,2,155.00,"12,074.50",https://www.societypublishing.com/book/law/human-rights-and-peace.html,
,Computer Services Management (2nd Edition),3G Editorial Board,CSE,2020,,9781984636928,3G E-Learning LLC,2,165.00,"12,853.50",https://www.delvepublishing.com/book/food-science/rapid-methods-in-food-microbiology.html,
,"Computer Simulation: Advanced Techniques, Methods and Applications",Jonah O'Kelly,CSE,2019,,9781682856673,Willford Press,2,153.00,"11,918.70",https://willfordpress.com/book/191,
,Computer Vision and Image Processing,BHUYAN,CSE,2020,,9780367265731,CRC Press,2,270.00,28863.00,https://www.routledge.com/Computer-Vision-and-Image-Processing-Fundamentals-and-Applications/Bhuyan/p/book/9780367265731,
,Computers and Creativity,Ursula Fashingbauer,CSE,2018,,9781681178486,Scitus Academics LLC,2,199.00,"15,502.10",https://www.scitusacademics.com/product/computers-and-creativity/,
,Computers in Science and Mathematics,Boris Waxweiler ,CSE,2018,,9781681178493,Scitus Academics LLC,2,199.00,"15,502.10",https://www.scitusacademics.com/product/computers-in-science-and-mathematics/,
,Computers in the Workplace,Filibert Melsbach,CSE,2018,,9781681178509,Scitus Academics LLC,2,199.00,"15,502.10",https://www.scitusacademics.com/product/computers-in-the-workplace/,
,Computing and Random numbers,"Zoran Gacovski, European University, Skopje",CSE,2019,,9781773615028,Arcler Press,2,150.00,"11,685.00",http://www.magnumpublishing.net/index.php?route=product/product&product_id=507&search=9781682505182,
,Contemporary High Performance Computing VOL 3,"Vetter,J.S.",CSE,2019,,9781138487079,CRC PRESS,2,120.00,12828.00,https://www.routledge.com/Contemporary-High-Performance-Computing-From-Petascale-toward-Exascale/Vetter/p/book/9781138487079,
,Continuous Software Engineering,Ivan Stanimirović,CSE,2018,,9781773610696,Arcler Press,2,85.00,"6,621.50",https://www.3ge-learning.com/book/engineering-and-technology/irrigation_and_drainage_engineering.html,
,Core Concepts in Computer Science: Database Management Systems (Book with DVD),3G Editorial Board,CSE,2019,,9781984620644,3G E-Learning LLC,2,55.00,"4,284.50",https://www.3ge-learning.com/book/dictionaries/illustrated-dictionary-of-environment-science-2nd-edition.html,
,Core Concepts in Computer Science: Multimedia Systems  (Book with DVD),3G Editorial Board,CSE,2019,,9781984620750,3G E-Learning LLC,2,55.00,"4,284.50",https://www.3ge-learning.com/book/dictionaries/illustrated-dictionary-of-sociology-2nd-edition.html,
,Crowd-Assisted Networking & Computing,"Pathan,A.K.",CSE,2019,,9781138294769,CRC,2,120.00,12828.00,https://www.routledge.com/Crowd-Assisted-Networking-and-Computing/Pathan/p/book/9781138294769,
,Cryptographic and Information Security,"Ramakrishnan,S.",CSE,2019,,9781138563841,CRC PRESS,2,120.00,12828.00,https://www.routledge.com/Cryptographic-and-Information-Security-Approaches-for-Images-and-Videos/Ramakrishnan/p/book/9781138563841,
,Current Trends in Image and Video Coding,Zivile  Christopher,CSE,2019,,9781682515020,Intelliz Press LLC,2,90.00,"7,011.00",https://www.3ge-learning.com/book/hospitality-and-tourism/convention_and_banquet_management_book_with_dvd.html,
,Cyber Security,"Jocelyn O. Padallan, Laguna State Polytechnic University, Philippines",CSE,2020,,9781774072806,Arcler Press,2,145.00,"11,295.50",https://www.arclerpress.com/book/mathematics-and-statistics/essentials-of-statistics.html,
,Cyber Security Education,Routledge,CSE,2021,,9780367421915,Routledge,2,34.99,3740.43,https://www.routledge.com/Cyber-Security-Education-Principles-and-Policies/Austin/p/book/9780367421915,
,Cybercrime Investigations,BANDLER,CSE,2020,,9780367196233,CRC Press,2,52.99,5664.63,https://www.routledge.com/Cybercrime-Investigations-A-Comprehensive-Resource-for-Everyone/Bandler-Merzon/p/book/9780367196233,
,Cybercrime: Key Issues & Debates : 2nd Ed.,"Gillespie,A.A.",CSE,2019,,9781138541795,Routledge,2,160.00,17104.00,https://www.routledge.com/Cybercrime-Key-Issues-and-Debates/Gillespie/p/book/9781138541795,
,Cybersecurity Analytics,VERMA,CSE,2020,,9780367346010,Chapman & Hall,2,89.99,9619.93,https://www.routledge.com/Cybersecurity-Analytics/Verma-Marchette/p/book/9780367346010,
